"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","Type","RR1","RR2"
"2696",422,101,0.24902622,99958087,136087,360,2,4,136087,0.037505154,13.71321,0.035343327,34.00038,93.8502,27079.508,722021,139.65416,448.3337,437.85947,4.3200006,800.85376,30.36468,-189.80505,128.94533,136087,0.21152107,1.110137,0.0792955,5,55.07068,177.46619,839,1.1423206,86.33554,75.8613,4.3200006,7.6004176,-8.559143,21.02325,9.409111,1,362,49
"2697",423,101,0.32662323,99575211,136434,360,2,4,136434,0.014950364,8.765428,0.022649683,22,84.82997,11063.912,740043,60.22312,383.88733,373.4131,3.9600005,833.84564,37.334698,-113.600266,139.21805,136434,0.31167287,1.4608536,0.08593256,5.9985733,57.968,307.30945,986,1.9002312,125.86894,115.3947,4.680001,-10.371402,-2.7687514,15.214037,18.220634,1,347,19
"2698",424,101,0.41838935,99855182,136785,360,2,4,136785,0.029145112,11.562292,0.030750778,29,94.20647,19250.871,660518,99.4035,423.7658,413.29156,3.9600005,777.62683,45.946632,-139.63936,122.28427,136785,0.38924423,1.9313874,0.11361103,7.51582,46.95597,537.15704,1380,3.7517505,163.92238,153.44814,13.319997,11.147133,2.6350558,26.163628,5.206312,1,351,0
"2699",425,101,0.43766943,99272220,137137,360,2,4,137137,0.0221666,9.769859,0.02729011,26,89.50171,13744.821,620069,72.70171,399.50943,389.0352,3.9600005,759.12103,33.58924,-118.82852,121.7003,137137,0.41550282,1.6477851,0.10985234,6,67.79486,390.98816,941,2.2239285,143.20813,132.73389,3.9600005,-7.64465,-9.521093,17.792397,9.184249,1,352,17
"2700",426,101,0.13822803,136779778,137507,360,2,4,137507,0.006048256,5.616431,0.015097934,19.164818,58.884773,4542.3794,751023,31.162264,319.79022,309.31598,4.3200006,842.89044,84.27517,-113.50813,126.60982,137507,0.13217977,1.0233967,0.04873318,3.3020463,50.154938,150.81711,1141,1.0435545,74.620255,64.14602,5.040001,-14.327441,-5.412975,18.296589,20.514427,1,370,0
"2701",427,101,0.25470918,99927200,137887,360,2,4,137887,0.011179348,6.776449,0.019528672,19,81.3415,6612.5176,591494,36.868637,346.82718,336.35294,4.3200006,738.94183,-56.11667,-143.2488,123.1954,137887,0.24352984,1.7159089,0.07799586,5,85.89198,423.98544,1741,2.211861,149.0417,138.56746,3.9600005,-27.320675,-7.7174845,21.452522,7.129165,1,380,0
"2702",428,101,0.3490456,99608469,138232,360,2,4,138232,0.033779733,12.417164,0.032085694,30.000189,95.74229,22202.777,657281,113.74627,434.0374,423.56317,4.3200006,752.0628,9.913216,-245.53539,95.36171,138232,0.31526586,1.18279,0.07885267,4,84.30199,201.4549,639,1.0542156,95.46409,84.989845,3.6000004,-10.318928,-6.6899023,13.186396,10.603254,1,345,39
"2703",429,101,0.19819719,100028874,138581,360,2,4,138581,0.021864159,10.4314375,0.027451152,27,84.74099,15669.344,716668,84.89128,408.9446,398.47037,4.3200006,809.6399,45.479195,-166.02654,125.893074,138581,0.17633303,1.1104534,0.061691854,3.0000806,64.5458,177.56735,1007,1.0558527,86.37657,75.90233,4.3200006,-18.260954,-7.624511,11.682964,17.359303,1,349,0
"2704",430,101,0.40725118,99601269,138934,360,2,4,138934,0.022325058,10.192286,0.02792407,27.000002,78.08377,14959.105,670059,84.17388,405.6048,395.13055,4.3200006,783.92816,47.14716,-150.35788,125.40372,138934,0.3849261,1.6927968,0.09957629,4.9999957,70.65261,412.64078,1072,2.3098297,147.08894,136.6147,4.3200006,-15.514912,-14.002372,9.333923,11.638654,1,353,19
"2705",431,101,0.35317442,99615546,139310,360,2,4,139310,0.0057055447,5.1181273,0.014707263,16.605207,63.7072,3772.1125,661131,24.527315,306.4115,295.93726,3.9600005,799.258,22.555609,-71.09411,113.94104,139310,0.34746888,2.1830328,0.11489646,8.834438,46.73708,686.25104,1975,4.7970657,183.03238,172.55814,11.879998,10.937787,-5.436153,32.203533,10.123966,1,376,0
"2706",432,101,0.08823698,100081449,139689,360,2,4,139689,0.014935845,8.49572,0.023599222,25,66.925064,10393.525,695878,64.00354,379.38693,368.9127,4.3200006,807.756,66.98818,-119.352356,119.50872,139689,0.07330114,0.7479507,0.037397534,2.321998,51.035553,80.55795,1099,0.5628997,29.469704,18.995464,4.3200006,-15.798682,-19.588617,17.998537,7.821931,1,379,0
"2707",433,101,0.15670207,99374523,140063,360,2,4,140063,0.0071501476,5.9149947,0.016117152,17,80.5937,5038.1514,704622,28.415552,327.24857,316.77432,4.3200006,814.87524,-45.20983,-97.65077,154.8637,140063,0.14955193,0.92788047,0.05799253,3,52.83334,123.978546,829,0.82694465,60.51119,50.03695,4.3200006,-6.0009904,-4.812846,24.49105,6.7848697,1,374,1
"2708",434,101,0.1301881,99890971,140433,360,2,4,140433,0.022211237,9.496027,0.027847586,26,98.20657,12985.133,584620,66.1585,395.4157,384.94147,3.9600005,739.98645,58.23886,-111.01228,91.31972,140433,0.10797686,0.9654275,0.04388307,3.999988,61.254887,134.21524,1243,0.8299987,66.2234,55.749157,3.9600005,-22.632027,-9.370494,16.260227,15.632493,1,370,0
"2709",435,101,0.2703175,134124392,140775,360,2,4,140775,0.019069495,9.664861,0.025980808,27.000093,84.423965,13450.974,705366,73.13233,397.95346,387.47922,4.3200006,808.2151,15.3580475,-162.7287,109.484795,140775,0.251248,1.1011904,0.0688244,3.0010195,81.05515,174.61736,695,0.93126243,85.17036,74.69611,3.9600005,-14.018199,-2.8022547,14.444086,10.36284,1,342,37
"2710",436,101,0.27226195,99991187,141126,360,2,4,141126,0.01930869,9.984211,0.026068436,26.000002,80.169785,14354.5625,743425,79.9315,402.63464,392.1604,4.3200006,826.787,79.37381,-153.78568,124.67446,141126,0.25295326,1.3260379,0.08287737,3.9282062,58.4025,253.2062,1001,1.5697931,111.92607,101.451836,5.040001,-0.14568774,-12.526715,23.186338,7.297106,1,351,8
"2711",437,101,0.25174057,99598390,141494,360,2,4,141494,0.008300699,6.753806,0.01796225,19.000002,66.41222,6568.4014,791307,41.188225,346.3452,335.87097,4.3200006,867.91223,35.74414,-99.32289,142.56332,141494,0.24343988,1.6832616,0.10520385,4.9999986,64.30688,408.00525,1676,2.4116318,146.27553,135.80128,5.400001,14.491009,-7.7573786,29.49328,11.312596,1,368,0
"2712",438,101,0.33499128,99720473,141873,360,2,4,141873,0.009450927,6.549623,0.01850176,18,76.66205,6177.249,653613,35.587444,341.92462,331.45038,3.9600005,790.33484,25.781206,-88.43517,119.671,141873,0.32554033,2.4206872,0.10086197,8.754389,47.37624,843.80054,2592,5.870448,196.8983,186.42406,13.319997,-18.658484,6.275696,36.463642,-5.574835,1,379,0
"2713",439,101,0.3554893,99861630,142251,360,2,4,142251,0.0062023946,5.430816,0.0150856,15.000039,69.248245,4247.102,684752,26.12969,314.9508,304.47656,4.3200006,805.4472,-3.0965106,-110.88046,139.48389,142251,0.3492869,2.9078608,0.1118408,11.998381,54.198597,1217.6141,3486,7.7698812,224.99808,214.52383,7.2000017,4.804163,-26.560951,39.155773,-2.578117,1,378,0
"2714",440,101,0.37123305,99817279,142610,360,2,4,142610,0.061771657,15.259914,0.043976698,36.000946,94.23217,33532.56,542847,171.73903,463.72296,453.24872,4.3200006,675.9137,-48.693787,-193.44751,112.52616,142610,0.30946139,1.6925327,0.1410444,8,51.76078,412.51202,1333,2.712786,147.06648,136.59224,3.9600005,13.90376,-6.376284,26.198576,0.38856226,1,359,0
"2715",441,101,0.48256814,99696004,142948,360,2,4,142948,0.01830654,9.184914,0.024427962,26,81.57232,12148.22,663600,67.14474,390.6189,380.14465,4.3200006,769.33307,-95.76152,-191.20349,117.68344,142948,0.4642616,2.5689702,0.12844852,6.48605,45.168365,950.3435,2047,6.630333,207.15466,196.68042,7.2000017,-23.23611,11.126551,9.11666,18.703651,1,338,42
"2716",442,101,0.22592567,99369791,143307,360,2,4,143307,0.010666148,7.2542114,0.01924194,19.000502,86.89562,7577.7964,710453,40.982346,356.63776,346.1635,4.3200006,811.6475,-73.99357,-128.63246,148.6007,143307,0.21525952,1.9327829,0.101725414,6.8528094,50.56102,537.93353,2499,3.740913,161.26138,150.78714,13.319997,15.972047,-8.52375,39.09808,10.229696,1,359,0
"2717",443,101,0.2774459,133927496,143680,360,2,4,143680,0.0120405285,7.9906197,0.020917853,23,82.539696,9194.4,763621,50.847187,370.56058,360.08633,4.3200006,847.46436,-5.469724,-133.39914,135.66714,143680,0.2654054,2.4395382,0.1108881,8.847183,49.34571,856.99396,3229,5.9929214,196.18791,185.71367,12.959997,18.707743,-18.137218,34.47522,22.461668,1,373,0
"2718",444,101,0.3182077,99469628,144060,360,2,4,144060,0.010505822,7.238959,0.019778576,20.00001,89.37304,7545.964,718265,40.306396,356.3347,345.86044,4.3200006,822.0457,-81.523224,-100.22473,135.16257,144060,0.3077019,2.402849,0.100118704,8.382231,47.529312,831.41046,2702,5.8124185,196.26154,185.7873,12.239998,2.1919084,-20.195349,33.867344,17.633373,1,380,0
"2719",445,101,0.36864105,99609064,144440,360,2,4,144440,0.013387603,7.9023905,0.02176967,22.000141,87.15587,8992.4795,671702,48.42297,368.96173,358.4875,4.3200006,790.7761,-65.09094,-113.782005,142.12459,144440,0.35525346,3.2988033,0.11781441,12.57559,49.06964,1567.023,4411,10.958176,238.30333,227.82909,13.6799965,23.04656,-15.314441,35.599033,28.47824,1,380,0
"2720",446,101,0.36311817,99898817,144808,360,2,4,144808,0.030614818,10.744972,0.031235384,27.000061,90.141846,16625.438,543052,87.340225,413.20898,402.73474,4.3200006,693.2901,45.225235,-190.57263,86.093315,144808,0.33250335,2.4596167,0.11180076,9.037368,48.032585,871.15875,2620,6.066873,199.00456,188.53032,12.5999975,26.136786,-15.366025,17.04845,23.2152,1,368,0
"2721",447,101,0.2963827,99566089,145156,360,2,4,145156,0.027640712,10.705404,0.028547745,25,94.855515,16503.219,597062,85.03355,412.67773,402.2035,4.3200006,715.64685,64.36582,-239.12672,84.165665,145156,0.268742,1.8256909,0.10739358,5.6069536,47.4674,479.9732,1786,3.3403392,157.947,147.47276,10.08,0.59513444,22.724567,28.072605,1.093298,1,348,23
"2722",448,101,0.25239545,100325051,145507,360,2,4,145507,0.034471717,12.314069,0.03355332,31.000364,89.36621,21835.627,633436,114.958885,432.83682,422.36258,4.3200006,748.5211,81.94451,-174.0668,119.5938,145507,0.21792375,1.7068148,0.08983236,9,50.90674,419.5032,1925,2.823386,148.27649,137.80225,5.040001,18.63028,-25.64324,22.28802,2.0194557,1,351,17
"2723",449,101,0.29009563,99680818,145878,360,2,4,145878,0.0057733743,5.5881143,0.0151850935,16.000692,67.05023,4496.691,778867,28.271069,319.06235,308.5881,4.680001,857.13043,-8.822019,-93.22993,175.86382,145878,0.28432226,3.1857064,0.13273777,11.124333,54.877293,1461.4164,5140,9.332175,238.13895,227.6647,7.920002,-54.623356,9.589786,-2.5040987,24.426205,1,371,0
"2724",450,101,0.39019543,99297049,146249,360,2,4,146249,0.015338959,8.22308,0.022590877,24,85.56018,9737.141,634798,52.77632,374.68997,364.21573,3.9600005,772.0983,43.810387,-134.84343,93.92959,146249,0.37485647,1.7696365,0.08848183,4.396088,84.04852,450.95233,1203,2.355556,153.48141,143.00717,3.9600005,-4.64197,-1.5827491,20.60064,17.424358,1,371,0
"2725",451,101,0.19938871,131351076,146604,360,2,4,146604,0.0064532915,6.112615,0.015435897,13.572113,69.81865,5380.4253,833749,32.91075,331.981,321.50674,4.3200006,887.60175,16.993238,-115.96069,163.69543,146604,0.19293542,1.8825113,0.085568696,7.9999504,58.703697,510.31418,2645,3.180178,162.38528,151.91104,6.1200013,20.213009,-22.107319,35.042965,3.062128,1,355,18
"2726",452,101,0.24961026,99139269,146961,360,2,4,146961,0.007709612,6.2789183,0.016610894,18.000011,86.29103,5677.1733,736376,30.937262,335.8464,325.37216,4.3200006,830.98517,-43.948696,-107.37018,163.41035,146961,0.24190065,2.8375335,0.17734584,9.737404,54.99856,1159.4298,4793,8.104796,209.6746,199.20036,15.839994,-50.811905,11.092588,-20.057959,-22.942356,1,357,0
"2727",453,101,0.33780417,99827119,147315,360,2,4,147315,0.018295238,8.950377,0.02521233,25,91.0155,11535.732,630532,60.725872,386.8941,376.41986,4.3200006,762.80945,-58.56467,-135.97754,123.28173,147315,0.31950894,2.6311011,0.1011962,11.00006,54.057915,996.8679,3120,6.391547,210.59589,200.12164,6.8400016,-11.447644,-24.221045,36.51042,-8.509612,1,354,5
"2728",454,101,0.2661391,99472637,147671,360,2,4,147671,0.005069636,5.4319024,0.013786554,16.000002,75.84525,4248.801,838088,24.89512,314.9796,304.50537,4.3200006,893.02545,-43.137375,-103.26436,154.33795,147671,0.26106945,3.6299798,0.15782522,13.516473,53.70907,1897.4526,7268,13.2477045,246.59068,236.11644,16.199995,-58.075783,23.668375,-27.408548,-26.197866,1,356,22
"2729",455,101,0.36145648,99615950,148051,360,2,4,148051,0.008018213,6.887244,0.017436061,20,69.15799,6830.5156,851875,41.82101,349.16257,338.68832,4.3200006,899.6426,19.54202,-119.14974,145.29054,148051,0.35343826,2.3990922,0.11995461,5.879497,50.235035,828.8127,2345,5.7512026,190.12479,179.65054,14.759995,6.2222753,-1.673888,37.995193,5.5708246,1,380,0
"2730",456,101,0.2571363,99930385,148435,360,2,4,148435,0.009216835,6.7437596,0.018837318,20,83.76513,6548.8745,710534,36.10276,346.13086,335.65662,4.3200006,823.3024,-30.755224,-97.957214,124.966415,148435,0.24791944,3.1836188,0.11370067,10.39289,48.722313,1459.5017,5887,10.202715,236.18987,225.71562,12.5999975,34.89644,-23.322092,47.22597,20.869223,1,384,0
"2731",457,101,0.26683626,99518121,148811,360,2,4,148811,0.008449555,6.902195,0.01716964,22.000002,72.41042,6860.202,811901,40.854855,349.47482,339.00058,4.3200006,867.47687,-84.01226,-180.99644,112.7231,148811,0.2583867,3.1769845,0.17649914,11.308679,54.100662,1453.4252,5625,10.113826,226.69887,216.22462,15.839994,-47.95154,17.034058,-35.446796,-18.04412,1,376,0
"2732",458,101,0.36157507,99855292,149166,360,2,4,149166,0.01131785,7.9755588,0.020039093,22.000042,86.01371,9159.773,809321,49.73041,370.2889,359.81467,4.3200006,870.7363,-17.369709,-135.64981,152.56775,149166,0.35025722,2.1051667,0.11079825,6.940139,47.478165,638.16864,1822,4.451012,176.08862,165.61438,13.319997,6.0507407,-4.0516844,33.330345,4.4600515,1,355,21
"2733",459,101,0.27438283,99416693,149521,360,2,4,149521,0.02035543,10.006649,0.026127022,26.00046,84.56845,14419.155,708369,78.26598,402.9579,392.48364,4.3200006,804.1749,-2.675637,-163.45177,143.27954,149521,0.2540274,2.3733318,0.09888882,9.087494,48.50508,811.10944,3193,5.6437716,194.68867,184.21445,11.879998,33.05732,-19.617271,17.504671,24.451044,1,355,5
"2734",460,101,0.50567985,139216723,149881,360,2,4,149881,0.03192401,11.534853,0.031864233,29.000004,98.53142,19159.61,600163,97.14389,423.42368,412.94943,3.9600005,738.31024,6.472122,-153.34523,111.10711,149881,0.4737558,1.912707,0.13662192,8.110295,46.840588,526.81647,1112,3.673793,161.13104,150.6568,14.399996,-6.0199537,-2.8253381,-21.28086,9.385414,1,360,13
"2735",461,101,0.3739468,99526180,150259,360,2,4,150259,0.006961825,5.916059,0.015818339,14.637857,64.29496,5039.9644,723943,32.403774,327.27448,316.80023,4.3200006,823.2203,87.726685,-129.61395,129.28943,150259,0.36698496,3.6403618,0.14561448,14.343704,49.23663,1908.3218,5200,13.341376,251.96797,241.49373,16.919996,-47.24958,21.34042,-11.812847,-21.545113,1,378,0
"2736",462,101,0.35580987,99622564,150649,360,2,4,150649,0.023508502,9.5411005,0.02781662,25,89.681816,13108.693,557615,69.22941,396.0976,385.62335,4.3200006,709.8202,-50.46022,-150.69121,124.12718,150649,0.33230138,2.634217,0.09407918,8,49.20338,999.2302,3007,6.7452674,210.76631,200.29207,3.6000004,-43.253277,-8.349057,3.5121474,7.4082575,1,390,0
"2737",463,101,0.310308,99910302,151012,360,2,4,151012,0.035548832,12.625664,0.03340123,33.00001,93.37974,22954.664,645722,118.68522,436.43527,425.96103,3.9600005,760.80225,66.46269,-183.56802,76.373116,151012,0.27475917,2.23373,0.1063681,7.999999,67.55217,718.49524,2615,4.136627,187.01881,176.54459,5.400001,21.550644,-28.147293,24.404314,6.650821,1,363,19
"2738",464,101,0.29143173,99632703,151367,360,2,4,151367,0.021189172,10.061426,0.026547298,27,93.74804,14577.451,687967,75.6813,403.74402,393.26978,4.3200006,791.22723,-57.42176,-145.99254,150.79152,151367,0.27024254,3.0491138,0.15245569,12.299812,52.7781,1338.7816,4954,9.341646,222.47179,211.99754,15.839994,-48.82246,14.7331085,-24.29401,-20.599075,1,355,15
"2739",465,101,0.28372386,99764446,151729,360,2,4,151729,0.029032953,11.332167,0.030627478,30,93.17766,18492.191,636938,95.90784,420.87085,410.3966,4.3200006,753.77423,-45.21507,-166.35634,143.3572,151729,0.25469092,2.4008646,0.10913021,6.7549176,48.61387,830.0377,3259,5.7613707,195.05266,184.57841,12.959997,11.491761,6.645619,47.340866,-3.4029613,1,362,0
"2740",466,101,0.43071994,99263378,152092,360,2,4,152092,0.0257121,10.079467,0.028963985,24,99.80256,14629.773,568984,73.97635,404.00198,393.52774,3.9600005,724.1918,29.40652,-131.9404,107.83054,152092,0.40500784,2.9934592,0.10690926,9.863369,47.470104,1290.355,3186,9.01522,225.84267,215.36842,13.6799965,-3.3315556,-15.404733,35.78893,19.141384,1,363,14
"2741",467,101,0.2691722,99331045,152470,360,2,4,152470,0.008672504,6.1709533,0.017732624,19,74.8225,5483.615,632299,32.05275,333.34882,322.87457,4.3200006,771.99536,-5.202417,-104.09483,141.33617,152470,0.2604997,2.5209336,0.09695899,9.99999,61.19809,915.1354,3513,5.5337977,204.43655,193.96231,5.760001,15.912722,-29.48943,38.049305,5.2224665,1,378,0
"2742",468,101,0.22732998,133409886,152861,360,2,4,152861,0.004758765,4.7351785,0.013414104,13,60.41046,3228.7554,678486,21.90175,295.2127,284.73846,4.3200006,803.1801,12.223602,-90.716515,147.58014,152861,0.22257122,2.3058577,0.096077405,6.99999,69.99866,765.645,3440,4.3569517,191.59511,181.12086,5.760001,25.40465,-30.27642,32.519047,7.4032793,1,391,0
"2743",469,101,0.12627718,99593742,153243,360,2,4,153243,0.012836941,7.03937,0.02113925,19,85.86458,7135.5933,555864,38.705654,352.30862,341.83438,3.9600005,725.4687,44.47229,-97.39042,104.693756,153243,0.113440245,1.0647134,0.05323567,3,50.38244,163.24051,1439,1.1325302,80.31954,69.8453,4.680001,11.200409,1.6544453,29.081703,17.37319,1,382,0
"2744",470,101,0.34472033,99512031,153598,360,2,4,153598,0.008112569,5.9733715,0.016592698,13.001629,84.185905,5138.088,633349,28.309563,328.66278,318.18854,3.9600005,773.9551,15.488056,-104.41784,134.39223,153598,0.33660775,2.4414673,0.12207337,7.560334,47.806103,858.3498,2550,5.9347,197.48125,187.007,13.319997,8.556599,14.295629,34.2781,-15.462268,1,355,34
"2745",471,101,0.26055497,99578940,153960,360,2,4,153960,0.018935367,9.433224,0.025703607,25.000002,77.506935,12813.942,676720,72.558365,394.46017,383.98593,4.3200006,788.47186,66.98667,-146.36563,127.70284,153960,0.24161959,2.393407,0.0997253,8.167053,51.06108,824.8893,3414,5.7403617,190.64035,180.1661,13.6799965,11.971911,-3.4752746,48.06646,11.105044,1,362,15
"2746",472,101,0.27115697,100017719,154344,360,2,4,154344,0.007888397,5.8314624,0.016853938,16,78.17495,4896.857,620767,28.010033,325.2005,314.72626,3.9600005,770.99255,-5.151994,-84.32539,119.597015,154344,0.26326856,2.1151211,0.084604844,7.9999857,53.89393,644.2182,2447,4.166396,179.16208,168.68784,6.1200013,-21.301434,-21.902193,29.364597,-2.6542292,1,384,0
"2747",473,101,0.17406984,99771431,154722,360,2,4,154722,0.014505369,8.420717,0.022758694,25,75.81605,10210.822,703934,58.729362,378.11002,367.63577,4.3200006,810.3687,24.975325,-155.5187,110.52541,154722,0.15956447,1.3664281,0.07591268,3.6952696,58.424206,268.86612,1685,1.6888952,116.24675,105.77251,4.680001,15.783818,2.0940142,28.28778,19.037376,1,378,7
"2748",474,101,0.35378373,99829245,155101,360,2,4,155101,0.010965513,7.571883,0.020084571,22.000002,76.50953,8256.012,752907,47.490864,362.80954,352.3353,4.3200006,841.7861,27.016035,-117.05097,147.02582,155101,0.3428182,3.5437405,0.14765586,14.06442,49.269516,1808.366,5275,12.644917,248.48212,238.00787,16.559996,-51.887135,16.171741,-10.345393,-20.14459,1,379,0
"2749",475,101,0.44496623,99822230,155477,360,2,4,155477,0.026909498,10.871886,0.029867819,28,95.90847,17020.5,632509,87.34528,414.89987,404.42563,4.3200006,756.5927,-26.219488,-146.03908,145.05508,155477,0.41805673,2.6097586,0.11346777,7.7423162,46.00528,980.76105,2346,6.820736,208.59329,198.11905,12.959997,-15.094424,8.892514,31.75292,-7.076205,1,376,0
"2750",476,101,0.3396655,99358306,155837,360,2,4,155837,0.028611483,10.929471,0.030614765,30,88.96779,17201.281,601202,90.93246,415.66058,405.18634,4.3200006,732.9977,63.861084,-187.54088,86.40335,155837,0.31105402,2.6719136,0.09542549,9.999965,57.033825,1028.0336,3305,6.4112267,212.8124,202.33815,6.1200013,-14.820255,-29.490398,34.45287,0.801555,1,360,6
"2751",477,101,0.3544471,136244224,156187,360,2,4,156187,0.006535372,5.763819,0.015207966,16,85.248276,4783.912,732003,26.280687,323.5204,313.04614,4.3200006,829.72296,-32.964893,-135.74757,138.79848,156187,0.34791172,3.1592271,0.15043938,12.479804,50.218353,1437.2233,4131,10.048784,230.1125,219.63826,15.839994,-41.02589,17.112782,-12.75178,-23.562614,1,350,28
"2752",478,101,0.27017137,99566399,156555,360,2,4,156555,0.020070521,9.881029,0.02614029,26.000006,87.01035,14059.4,700500,75.36823,401.13873,390.6645,3.9600005,808.9449,56.09981,-116.80098,123.52812,156555,0.25010085,2.5425208,0.11054438,7.956811,52.08927,930.87537,3722,6.47993,197.49615,187.02191,14.039996,23.777456,-0.3855034,44.69942,15.0854435,1,368,3
"2753",479,101,0.17301011,99592174,156944,360,2,4,156944,0.0072493195,6.076314,0.016511723,22.583418,59.133263,5316.709,733408,36.159706,331.12326,320.64902,3.9600005,838.94946,58.78732,-72.60897,124.608086,156944,0.16576079,1.6039779,0.06415912,4.3897934,50.004974,370.47534,2235,2.546821,139.32802,128.85379,5.040001,5.063909,-33.61676,26.606937,0.9306211,1,389,0
"2754",480,101,0.3221597,100001784,157323,360,2,4,157323,0.020074913,9.64354,0.025853995,27,83.95595,13391.693,667086,72.94217,397.63544,387.1612,4.3200006,778.7582,26.151785,-191.00856,100.30852,157323,0.3020848,3.4582686,0.15035951,14.100604,50.02366,1722.1854,5701,12.006718,244.39453,233.9203,16.559996,-56.72287,12.907064,-20.656721,-12.962867,1,379,0
"2755",481,101,0.17563322,99565446,157672,360,2,4,157672,0.02020642,9.985454,0.025802206,24.021215,84.31529,14358.136,710573,78.047935,402.65256,392.1783,4.3200006,802.38617,55.123734,-195.31189,105.858765,157672,0.1554268,1.7931515,0.11207197,5.1837873,51.682533,463.01645,2979,3.1879554,153.15773,142.6835,12.959997,45.485035,-11.752442,1.8022431,17.485062,1,349,37
"2756",482,101,0.39478856,99840321,158028,360,2,4,158028,0.012571043,7.982158,0.020950546,20.000555,101.48082,9174.938,729847,46.41864,370.408,359.93375,4.3200006,821.5835,-84.95572,-114.80459,158.98212,158028,0.38221753,2.3303807,0.13708122,7.162241,48.972336,782.017,2046,5.259497,193.11847,182.64424,7.2000017,-20.33502,12.615328,5.1397114,25.785799,1,356,0
"2757",483,101,0.21233019,99499514,158385,360,2,4,158385,0.01094082,7.3489923,0.019862141,20.00001,78.563934,7777.107,710834,44.13231,358.50702,348.03278,4.3200006,816.2867,22.187328,-132.58968,136.60408,158385,0.20138937,1.9788644,0.08603758,7.9992523,53.561214,563.89026,2800,3.693706,169.57326,159.09901,7.2000017,9.97752,-32.69042,32.444492,-3.9051328,1,357,12
"2758",484,101,0.28759146,99307939,158755,360,2,4,158755,0.0025816604,3.666449,0.0100726625,10.79492,63.0544,1935.7703,749816,12.960238,258.37814,247.90388,4.3200006,849.0291,-55.34335,-88.73746,126.855835,158755,0.2850098,4.156292,0.16625167,15.723679,51.472363,2487.5657,8728,17.371899,269.16733,258.69308,16.919996,-72.22194,12.883331,-21.708315,-19.677128,1,370,0
"2759",485,101,0.08311701,134533932,159118,360,2,4,159118,0.00964451,6.9769516,0.018704964,21,71.00087,7009.611,726798,42.100235,351.02606,340.55182,4.3200006,827.9353,-12.56383,-131.73734,129.61139,159118,0.0734725,1.113943,0.07956736,3.957092,69.905174,178.68512,2432,1.0400063,86.828384,76.35414,4.680001,33.9983,-4.0912523,30.496641,12.273857,1,363,15
"2760",486,101,0.35463762,99614189,159489,360,2,4,159489,0.004805153,5.0155,0.013482527,15,84.503235,3622.355,753848,20.072737,303.4947,293.02045,4.3200006,845.3489,-68.396225,-76.27099,158.48045,159489,0.34983248,2.234368,0.10639848,6.0131226,47.702404,718.90576,2055,4.930568,187.05994,176.5857,7.560002,-25.603466,12.518377,7.3516173,21.674883,1,371,0
"2761",487,101,0.2772753,100022864,159866,360,2,4,159866,0.021560753,9.629056,0.027124101,26,82.60864,13351.496,619250,73.19033,397.419,386.94476,4.3200006,752.9759,54.064392,-164.08707,95.27962,159866,0.25571454,2.3994017,0.07998005,8.999994,56.70009,829.02655,3242,5.2194724,197.32153,186.84729,5.760001,-3.1456008,-37.889854,31.022966,2.238913,1,377,0
"2762",488,101,0.32130867,99572632,160216,360,2,4,160216,0.025319818,10.921695,0.029202392,29.000002,87.80645,17176.812,678394,91.44753,415.5581,405.08386,4.3200006,783.4407,-32.88788,-185.56776,109.18318,160216,0.29598886,2.4687028,0.12343514,7.071901,48.222477,877.607,2965,6.026198,201.42169,190.94745,7.2000017,-39.440426,12.529692,0.013118139,19.361105,1,350,34
"2763",489,101,0.2816022,99947681,160573,360,2,4,160573,0.02229157,10.150946,0.02758409,28,82.92311,14838.005,665633,81.15897,405.01956,394.54532,3.9600005,787.1148,53.44545,-113.93638,124.126305,160573,0.25931063,2.3451111,0.10196135,9.999982,55.910637,791.93463,3054,5.0216284,194.02585,183.5516,6.1200013,17.6993,-29.291245,32.926186,-2.5863678,1,357,14
"2764",490,101,0.46696118,99591852,160951,360,2,4,160951,0.02071846,9.281894,0.02644414,23,91.67746,12406.111,598795,65.01593,392.13138,381.65714,4.3200006,739.0228,-56.79373,-140.19731,131.73256,160951,0.44624272,1.6325014,0.11660724,5.182527,77.24935,383.76874,860,2.0633216,141.86626,131.39201,3.6000004,0.8004581,-3.9076397,19.859556,8.119052,1,378,0
"2765",491,101,0.3192455,99511181,161334,360,2,4,161334,0.0057986663,5.4662495,0.0146548245,18,75.24184,4302.703,742016,25.259895,315.88727,305.41302,4.3200006,839.59924,-35.691006,-128.75288,122.21083,161334,0.31344682,2.3336964,0.10146506,7.2833605,47.894585,784.24396,2502,5.468145,190.93237,180.45813,13.6799965,-19.15669,5.345225,36.067375,-4.6206093,1,383,0
