"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","Type"
"193",192,213,0.07986413,61974638,37676,360,2,3,37676,0.063488714,28.971354,0.043370288,74.9999,54.440117,120864.87,1903722,788.37573,551.76154,543.2519,5.760001,1156.463,-158.02809,-648.44244,37676,0.016375419,13.858912,0.031786498,50.994305,51.558704,27658.002,1688995,193.11566,445.57898,437.06934,3.6000004,-1229.0913,27.471174,-387.19202,1
"194",193,213,0.09044454,61774418,37871,360,2,3,37871,0.07542012,31.090849,0.048884984,88.99933,52.798634,139196.28,1845612,920.76794,561.92883,553.4191,6.1200013,1140.4099,-37.144154,-636.00476,37871,0.015024423,14.374403,0.031943116,40.34064,56.99611,29753.781,1980361,194.98123,450.83792,442.32828,6.8400016,-1361.7272,-225.74277,212.94789,1
"195",194,213,0.078361854,62217065,38069,360,2,3,38069,0.057116892,27.144958,0.04364141,86.99991,58.922962,106106.22,1857703,663.1309,542.3848,533.8751,5.760001,1187.2621,-119.02293,-572.572,38069,0.02124496,18.876516,0.0401628,56.58905,57.48483,51310.49,2415184,331.96756,490.07355,481.5639,3.9600005,-1474.684,-82.77044,-426.9996,1
"196",195,213,0.12657408,97339518,38267,360,2,3,38267,0.11811181,35.173267,0.058427356,92.996346,50.535435,178150.88,1508324,1195.8619,579.6945,571.1848,6.4800014,937.57104,-106.59753,-663.1521,38267,0.008462273,11.186501,0.023953963,31.522217,54.072487,18019.842,2129433,123.90927,414.73117,406.22153,6.8400016,-1405.5411,-290.00018,227.5261,1
"197",196,213,0.11698892,61635728,38466,360,2,3,38466,0.091321215,33.68599,0.051272433,86.99815,53.46068,163403.42,1789326,1068.0616,573.4731,564.9634,6.1200013,1048.2585,-144.94147,-711.3852,38466,0.025667705,17.586296,0.040993698,60.63342,54.322914,44536.008,1735099,297.08936,479.87854,471.3689,6.4800014,-1284.7993,-129.66985,151.78706,1
"198",197,213,0.07674844,61272427,38661,360,2,3,38661,0.057029866,29.299332,0.043600194,88.99928,55.310497,123616.914,2167582,800.8211,553.38257,544.8729,6.1200013,1262.814,-136.64583,-656.1967,38661,0.01971857,17.68233,0.03894786,52.703342,57.27383,45023.727,2283316,292.41287,480.66272,472.15308,3.9600005,-1420.7847,-48.619514,-466.1538,1
"199",198,213,0.07939793,61867610,38856,360,2,3,38856,0.06420828,29.493801,0.04644693,86.999344,55.15109,125263.34,1950891,810.69495,554.3352,545.8255,6.1200013,1200.9215,-28.176987,-618.564,38856,0.015189656,16.017157,0.033508696,47.125793,55.38945,36943.098,2432122,246.44974,466.42035,457.9107,6.8400016,-1512.321,-241.17812,223.37752,1
"200",199,213,0.103972174,62438974,39049,360,2,3,39049,0.09136354,31.685802,0.050941806,94.99922,53.3506,144574.58,1582410,946.11395,564.6584,556.1487,6.1200013,945.03235,-276.59152,-684.28546,39049,0.012608635,14.141176,0.029157065,46.24655,53.709923,28796.094,2283839,196.91478,448.48233,439.9727,6.4800014,-1478.1716,-135.4926,227.35957,1
"201",200,213,0.05989504,61622403,39249,360,2,3,39249,0.0457243,26.096579,0.03877649,75.99826,53.986374,98068.516,2144779,647.8113,536.7131,528.20337,6.1200013,1247.403,-248.76654,-654.8371,39249,0.014170741,13.915718,0.031916786,48.43785,56.655724,27885.197,1967801,183.66484,446.168,437.65836,3.9600005,-1321.8354,56.230263,-435.32153,1
"202",201,213,0.08800507,61582582,39447,360,2,3,39447,0.07317531,31.546774,0.048909727,93.99931,53.763718,143308.66,1958429,938.5538,564.02515,555.51544,6.1200013,1184.9423,-91.915375,-634.4942,39447,0.0148297595,14.823326,0.032867685,48.90625,53.573032,31641.264,2133633,215.85112,455.26636,446.7567,7.2000017,-1415.2863,-183.37448,255.59828,1
"203",202,213,0.06283953,62017555,39643,360,2,3,39643,0.051351685,25.988209,0.04073387,75.99937,56.877716,97255.73,1893915,621.3708,536.11383,527.6042,5.760001,1190.8859,-172.84766,-590.4007,39643,0.011487846,13.544132,0.028878747,47.918266,56.77556,26415.865,2299462,174.58115,442.27054,433.7609,3.9600005,-1455.237,-21.597965,-393.52853,1
"204",203,213,0.085113615,61874463,39843,360,2,3,39843,0.07615188,32.098164,0.052192137,97.999405,53.767433,148362.06,1948239,970.6951,566.52026,558.0106,6.1200013,1214.2885,-15.45536,-570.21204,39843,0.00896174,14.2618065,0.020579807,46.883453,53.416718,29289.475,3268280,202.8069,449.7055,441.19586,6.4800014,-1679.53,-454.38583,460.1129,6
"205",204,213,0.1232515,61697123,40036,360,2,3,40036,0.10133884,34.185547,0.05283701,94.99918,55.029324,168285.81,1660625,1079.3408,575.5929,567.0832,6.1200013,958.37555,-155.16125,-741.4717,40036,0.021912653,17.123137,0.036983017,56.755863,56.228092,42221.06,1926789,276.6773,476.03525,467.5256,6.4800014,-1352.5105,-116.69318,204.12404,1
"206",205,213,0.080788255,62146111,40230,360,2,3,40230,0.06894103,29.670147,0.047624633,93.99932,54.13112,126765.73,1838756,828.05206,555.1936,546.68396,6.1200013,1142.6024,-147.00714,-620.3537,40230,0.011847228,13.503032,0.029354418,43.75604,58.014503,26255.791,2216197,171.0579,441.83292,433.32327,3.9600005,-1424.9363,-25.925776,-398.52927,1
"207",206,213,0.0789025,61710823,40421,360,2,3,40421,0.06787608,28.98276,0.04578635,87.999275,53.58558,120960.055,1782072,795.1511,551.81824,543.30853,6.1200013,1087.4901,-249.158,-645.2884,40421,0.011026423,12.547355,0.027516128,58.066574,52.245903,22670.8,2056043,158.53638,431.2627,422.75302,3.9600005,-1363.54,15.365764,-417.0064,1
"208",207,213,0.11049996,89172931,40621,360,2,3,40621,0.08760499,33.91879,0.051863592,89.99926,54.29602,165669.72,1891099,1074.2749,574.4648,565.95514,6.1200013,1115.8722,-74.297646,-689.01294,40621,0.022894967,18.305819,0.0405894,54.589703,57.73098,48254.83,2107661,310.8977,485.6528,477.14313,6.8400016,-1415.1423,-141.03435,192.06311,1
"209",208,213,0.077445455,61400691,40811,360,2,3,40811,0.06710124,28.932465,0.045562938,87.99925,54.903114,120540.6,1796399,781.39404,551.5681,543.0585,6.1200013,1083.6755,-260.5902,-658.482,40811,0.010344213,12.23969,0.026841424,42.114136,55.541344,21572.639,2085479,144.97171,427.68774,419.1781,3.9600005,-1388.937,39.50722,-364.96503,1
"210",209,213,0.09848213,61337185,41006,360,2,3,41006,0.08426938,30.795265,0.050901264,92.9993,55.670826,136562.16,1620543,873.7796,560.5532,552.0436,6.1200013,1024.9159,-173.69908,-635.10394,41006,0.014212752,14.840968,0.03171147,51.669342,52.07804,31716.623,2231561,220.77676,455.43762,446.92798,7.2000017,-1444.4558,-157.50105,297.6315,1
"211",210,213,0.07238667,61406514,41206,360,2,3,41206,0.055288065,27.43988,0.041892946,79.99598,53.527855,108424.375,1961081,716.69,543.9409,535.4312,6.4800014,1134.8324,-253.8027,-707.3873,41206,0.017098598,15.191516,0.03541146,47.875237,60.768147,33232.63,1943588,208.97514,458.7994,450.28976,3.9600005,-1311.831,78.00525,-428.2167,1
"212",211,213,0.08966246,61822600,41402,360,2,3,41402,0.074130766,29.875479,0.046974022,77.99991,54.29738,128526.37,1733779,836.6396,556.1867,547.67706,5.760001,1105.1559,-73.72083,-615.18164,41402,0.015531695,15.101926,0.03226907,43.81572,57.185326,32841.816,2114503,214.61517,457.94766,449.43802,6.4800014,-1420.2556,-149.25865,205.56606,1
"213",212,213,0.046912972,61926137,41595,360,2,3,41595,0.033530198,21.079641,0.033512942,57.999916,53.218338,63986.582,1908327,429.61444,505.96957,497.45993,5.760001,1238.8491,-106.746605,-546.075,41595,0.013382775,15.218421,0.031508118,51.232018,53.94657,33350.45,2492043,227.04605,459.0542,450.54456,3.9600005,-1502.0096,-63.212723,-445.71756,1
"214",213,213,0.13617022,61407116,41790,360,2,3,41790,0.11721545,36.920944,0.057241775,94.999245,52.982895,196294.5,1674647,1281.9485,586.6774,578.1678,6.1200013,989.29425,-65.772736,-703.7921,41790,0.018954774,15.264552,0.034148887,55.002445,54.489326,33552.945,1770158,225.01166,459.49005,450.9804,6.4800014,-1295.2241,-109.41499,216.85956,1
"215",214,213,0.078748226,61365665,41981,360,2,3,41981,0.06267359,28.033058,0.044356104,85.99928,54.24537,113162.74,1805589,739.9164,547.0206,538.5109,6.1200013,1113.0399,-201.82129,-642.52344,41981,0.016074639,15.153916,0.033159554,53.437344,54.83024,33068.33,2057174,221.74884,458.44257,449.9329,3.9600005,-1371.5311,28.549116,-377.0848,1
"216",215,213,0.05892036,62287189,42178,360,2,3,42178,0.04407718,23.968246,0.039551564,77.99979,56.950996,82724.67,1876814,529.8543,524.46234,515.9527,5.760001,1221.3873,-218.37259,-504.59476,42178,0.014843182,16.57123,0.030744396,56.814564,57.530666,39543.215,2664066,257.7034,471.31744,462.8078,3.9600005,-1567.4801,-117.74299,-392.0011,1
"217",216,213,0.09550097,61328835,42380,360,2,3,42380,0.07833101,29.223017,0.048705027,88.99929,53.94679,122973.805,1569925,802.48883,553.007,544.4973,6.1200013,1002.506,-212.50047,-629.90216,42380,0.017169958,16.868097,0.03506881,65.44116,51.650837,40972.707,2386302,285.3717,473.87433,465.3647,3.9600005,-1462.1307,-61.148037,-451.4026,1
"218",217,213,0.06756453,61436939,42582,360,2,3,42582,0.050876666,25.552639,0.042873554,80.99992,54.635353,94022.98,1848057,615.11847,533.67993,525.1702,5.760001,1226.1185,-57.24107,-497.38348,42582,0.016687866,19.44411,0.027698163,65.66896,52.422146,54442.58,3262405,375.68832,494.33963,485.83,6.4800014,-1693.1592,-318.29343,489.7588,6
"219",218,213,0.078792475,61722968,42777,360,2,3,42777,0.0639914,29.814205,0.04651202,88.9964,52.869003,127999.695,2000264,849.423,555.8911,547.3814,6.4800014,1193.8689,-124.3914,-656.86255,42777,0.014801077,15.939104,0.034130845,51.4894,65.73063,36583.926,2471707,220.70575,465.71692,457.20728,3.9600005,-1484.2823,17.238989,-481.3848,1
"220",219,213,0.10138072,61733964,42969,360,2,3,42969,0.042747535,38.74618,0.049674593,153.89706,50.46168,216182.4,5057190,1511.6256,592.2022,583.69257,11.879998,1777.7263,-532.9798,-1181.7906,42969,0.058633186,57.89451,0.07077568,204.74382,50.157078,482655.44,8231779,3340.3599,651.06287,642.5532,12.239998,-2398.072,1251.4664,657.42303,6
"221",220,213,0.10580331,103240223,43165,360,2,3,43165,0.09305497,31.609098,0.0520743,92.99589,53.354866,143875.45,1546134,941.08295,564.3093,555.7997,6.4800014,897.1736,-311.79593,-707.1927,43165,0.012748341,13.724876,0.029515862,55.531338,52.55233,27125.602,2127775,188.19548,444.1795,435.66986,3.9600005,-1383.1837,43.640553,-430.752,1
"222",221,213,0.101917356,61415464,43362,360,2,3,43362,0.03010727,32.76502,0.042662784,128.38837,51.141647,154590.69,5134663,1080.9227,567.89325,559.38354,11.879998,1870.2283,-599.83044,-1059.4906,43362,0.07181009,64.95401,0.08149813,244.92532,51.34524,607539.4,8460362,4098.4062,667.98883,659.4791,11.159999,-2429.5146,1359.5967,319.02582,6
"223",222,213,0.12637079,61605224,43560,360,2,3,43560,0.11394039,39.95607,0.061001632,117.995964,54.301636,229894.22,2017671,1481.5488,598.05365,589.544,6.4800014,1106.9852,-43.66032,-748.63495,43560,0.012430399,12.837294,0.028213833,53.928726,56.178795,23730.639,1909081,157.61444,434.5523,426.04266,3.6000004,-1302.853,-2.899265,-433.49286,1
"224",223,213,0.08186771,62323523,43751,360,2,3,43751,0.032503188,41.15455,0.05137896,129.51823,59.659306,243892.33,7503643,1700.8668,587.3707,578.861,14.399996,1961.9954,-1519.6166,-1049.3282,43751,0.049364522,62.0002,0.06835744,204.6045,52.72124,553539.5,11213306,3781.8318,657.55786,649.04816,14.399996,-2414.0364,2198.1855,-13.219329,5
"225",224,213,0.08747217,61369084,43953,360,2,3,43953,0.0749668,28.981037,0.046894882,85.995964,53.316193,120945.67,1613323,795.54517,551.8097,543.3,6.1200013,996.9405,-273.71323,-650.8207,43953,0.012505371,12.727091,0.028408686,55.45318,53.336716,23324.955,1865195,160.28296,433.3108,424.80115,3.9600005,-1299.228,104.32125,-378.1452,1
"226",225,213,0.09010081,61357052,44159,360,2,3,44159,0.025175538,31.074772,0.040567588,124.44298,52.268745,139052.38,5523313,972.3562,559.1438,550.6341,12.239998,1934.1993,-751.86664,-1038.1866,44159,0.064925276,64.731705,0.078462675,236.76398,51.644936,603387.9,9293574,4067.802,667.41345,658.90375,11.879998,-2467.4363,1599.8539,205.93983,6
"227",226,213,0.11765902,61952060,44355,360,2,3,44355,0.1021603,34.170856,0.055926114,97.9993,54.113873,168141.23,1645857,1088.4922,575.531,567.0213,6.1200013,1025.3474,-70.89342,-649.1166,44355,0.015498718,13.561118,0.031174984,45.410126,51.58716,26482.164,1708668,185.11203,442.45102,433.94138,7.2000017,-1251.1381,-117.45397,321.00385,1
"228",227,213,0.09836452,61619023,44550,360,2,3,44550,0.028114168,25.952965,0.03811008,102.423065,54.333363,96992.11,3449937,645.6512,535.9182,527.4085,8.280002,1679.1473,-203.90442,-701.3077,44550,0.07025035,53.36469,0.070681706,198.12665,56.371407,410081.75,5837434,2615.7842,639.7228,631.2131,7.560002,-2157.6924,877.94366,-30.496317,6
"229",228,213,0.09778312,61378031,44747,360,2,3,44747,0.07085868,29.635849,0.045314755,79.9999,54.811066,126472.83,1784860,819.6353,555.02704,546.5174,5.760001,1107.0944,-131.31877,-644.5807,44747,0.026924442,18.9876,0.042668764,55.037655,61.046978,51916.168,1928217,322.79105,490.91846,482.4088,3.9600005,-1323.9344,36.12697,-349.55994,1
"230",229,213,0.09591982,61674600,44939,360,2,3,44939,0.05287471,30.488714,0.045437727,103.999435,59.46912,133856.88,2531586,833.5887,559.1126,550.6029,6.1200013,1443.4779,49.110874,-558.2913,44939,0.043045104,33.267418,0.04383059,168.2121,51.049576,159367.83,3702345,1091.7151,571.67255,563.1629,3.6000004,-1790.9877,239.938,-527.03986,6
"231",230,213,0.056289062,61049490,45135,360,2,3,45135,0.047362987,24.807266,0.04001172,78.99991,54.699863,88617.664,1871032,580.3012,529.41693,520.9072,5.760001,1195.337,-215.66228,-554.1416,45135,0.008926076,11.21194,0.024215853,41.65307,52.72578,18101.895,2027979,126.49831,415.0583,406.54865,3.9600005,-1373.0804,108.28238,-335.86053,1
"232",231,213,0.04266581,61770851,45333,360,2,3,45333,0.029936885,20.330786,0.03349388,68.99992,56.552933,59521.086,1988219,386.01672,500.7609,492.25125,5.760001,1290.2114,-159.96709,-488.3255,45333,0.012728925,14.086549,0.031303443,47.831448,58.491722,28574.043,2244812,184.93668,447.925,439.41534,3.9600005,-1424.6154,35.89728,-430.60336,1
"233",232,213,0.063118584,93582281,45530,360,2,3,45530,0.054234806,26.01076,0.042431906,81.99999,59.57288,97424.586,1796348,605.8322,536.2388,527.72906,5.400001,1181.5924,-175.69437,-521.4341,45530,0.008883781,11.209251,0.024262449,38.279625,54.93092,18093.215,2036657,122.94277,415.02374,406.5141,3.6000004,-1355.7946,90.88892,-414.87747,1
"234",233,213,0.088140115,62008798,45729,360,2,3,45729,0.046858165,30.014172,0.044531412,101.99945,56.95393,129722.47,2768407,829.77325,556.8537,548.344,6.1200013,1536.7863,-101.60962,-516.3792,45729,0.04128195,33.608913,0.045540534,152.56047,53.883636,162656.5,3940136,1078.3076,573.1432,564.63354,4.3200006,-1852.0671,452.16815,-377.97983,6
"235",234,213,0.11034169,61485344,45921,360,2,3,45921,0.094082065,32.289993,0.050453115,88.999176,54.237648,150140.67,1595848,972.56274,567.3783,558.86865,6.1200013,924.5528,-235.40614,-731.7741,45921,0.016259627,13.450129,0.031796996,54.20216,51.65071,26050.459,1602156,181.70595,441.26764,432.758,3.9600005,-1214.2422,72.73798,-310.53232,1
"236",235,213,0.10452078,61315371,46122,360,2,3,46122,0.08655963,36.26055,0.053959154,118.99921,57.338963,189335.17,2187338,1191.0254,584.0784,575.5688,6.1200013,1200.0298,-210.32327,-716.72595,46122,0.017961152,16.949099,0.028727286,56.01391,51.294018,41367.156,2303146,289.1336,474.56418,466.0545,5.760001,-1472.4761,-30.309671,304.42526,6
"237",236,213,0.030349027,61887341,46306,360,2,3,46306,0.013736985,14.72749,0.023869514,47,57.110344,31233.453,2273676,204.82909,454.33234,445.8227,5.040001,1459.828,75.37683,-325.05872,46306,0.016612042,16.531136,0.035398576,55.898037,66.2932,39352.098,2368890,235.86691,470.96863,462.45898,3.9600005,-1473.3079,24.485325,-397.87155,1
"238",237,213,0.09315543,61390282,46507,360,2,3,46507,0.08169571,32.500343,0.0527603,110.999306,55.860794,152103.2,1861826,972.0145,568.31335,559.80365,6.1200013,1129.6359,-227.04626,-618.1387,46507,0.011459714,14.923917,0.02512444,58.467323,52.494225,32072.152,2798687,223.31485,456.24023,447.7306,3.6000004,-1624.6726,-25.542496,-355.5278,6
"239",238,213,0.09754611,61688533,46701,360,2,3,46701,0.08775683,31.312874,0.052101288,94.9963,52.539207,141191.44,1608894,933.22675,562.9535,554.4438,6.4800014,998.4889,-202.27483,-655.5972,46701,0.009789282,11.987633,0.026580118,48.976974,52.880203,20693.281,2113871,143.95541,424.69135,416.18167,3.9600005,-1385.1646,2.8158758,-417.71863,1
"240",239,213,0.091130115,62032805,46904,360,2,3,46904,0.045852166,24.905283,0.041097827,79.99999,56.751053,89319.33,1947985,572.7776,529.9848,521.4751,5.400001,1280.4591,-170.86996,-435.76733,46904,0.04527795,32.390156,0.043711413,164.51212,53.396,151073.6,3336582,1004.8887,567.82434,559.31464,3.2400002,-1694.4711,150.85927,-539.9233,6
"241",240,213,0.12562054,61980488,47101,360,2,3,47101,0.10176847,38.82679,0.05777796,111.99604,53.57348,217082.83,2133105,1413.5459,593.9252,585.41547,6.4800014,1174.3998,-89.06088,-727.238,47101,0.023852065,17.714922,0.04168217,48.856224,60.32115,45189.86,1894589,283.53464,480.92792,472.41827,3.9600005,-1291.2067,33.039894,-425.55045,1
"242",241,213,0.060417756,61769573,47296,360,2,3,47296,0.026600853,21.881458,0.033872228,73.99993,59.03282,68946.94,2591907,437.06522,511.34537,502.83572,5.760001,1524.3982,-58.158005,-442.47827,47296,0.033816904,29.595701,0.039619412,134.57516,50.10176,126130.39,3729803,880.34296,554.83185,546.3222,3.6000004,-1783.0116,395.53464,-517.7784,6
"243",242,213,0.15350303,61999390,47489,360,2,3,47489,0.14279513,39.09772,0.06717821,115.99625,53.375046,220122.98,1541530,1424.6527,594.9265,586.4168,6.4800014,917.85803,-66.72063,-688.83356,47489,0.010707904,12.761857,0.026587201,47.129524,52.72429,23452.559,2190210,163.09703,433.7036,425.19397,3.6000004,-1401.9286,-39.128983,-447.01474,1
"244",243,213,0.07379609,61581816,47683,360,2,3,47683,0.021464057,22.585157,0.033164695,81.96805,56.75302,73452.86,3422133,478.8324,515.90344,507.3938,7.2000017,1756.0801,-96.33481,-505.55136,47683,0.052332036,44.392887,0.062437255,144.26634,51.35819,283784.9,5422776,1927.6368,613.2148,604.70514,9.360001,-2106.0251,631.90906,551.6739,6
"245",244,213,0.09279937,62037296,47876,360,2,3,47876,0.069227695,29.716122,0.045507077,74.9999,53.600887,127158.89,1836821,835.36743,555.41656,546.9069,5.760001,1142.847,-104.61809,-626.5926,47876,0.023571676,16.589592,0.03931183,53.364594,55.33287,39630.895,1681293,261.8626,471.47693,462.9673,3.9600005,-1233.9109,63.017807,-339.34476,1
"246",245,213,0.10737813,99196568,48073,360,2,3,48073,0.050947,30.483154,0.045633465,92.99694,56.294292,133808.06,2626417,860.14197,559.08636,550.57666,6.4800014,1468.0145,-57.25347,-578.1559,48073,0.056431133,39.99949,0.05174578,183.50755,52.998486,230394.1,4082748,1531.3381,598.2101,589.7004,3.9600005,-1846.0963,379.8054,-547.75055,6
"247",246,213,0.050203744,61826417,48270,360,2,3,48270,0.041976992,25.925764,0.03852268,78.996346,53.85815,96788.914,2305761,641.5789,535.7674,527.25775,6.4800014,1319.4037,-184.97704,-658.73334,48270,0.008226751,11.158761,0.025770811,42.28341,54.732445,17930.584,2179546,122.36885,414.37366,405.864,4.3200006,-1407.5309,52.47197,-421.56763,1
"248",247,213,0.085985295,61526754,48469,360,2,3,48469,0.03547082,27.158937,0.041337803,95.8914,54.32124,106215.53,2994448,703.1861,542.4589,533.9493,7.560002,1572.7455,-168.65154,-621.4983,48469,0.050514475,42.122517,0.05916084,155.00473,55.53985,255500.14,5057959,1655.6691,605.65717,597.14746,6.1200013,-2080.973,654.2108,-209.80887,6
"249",248,213,0.0807486,61450489,48666,360,2,3,48666,0.06999515,29.947548,0.04686627,78.99929,53.998253,129147.21,1845088,844.5276,556.5337,548.024,6.1200013,1127.8992,-156.06967,-647.63135,48666,0.01075345,11.106765,0.026571207,48.785515,52.43975,17763.871,1651923,123.985275,413.70108,405.19144,3.9600005,-1224.154,92.379745,-356.47153,1
"250",249,213,0.109349206,61246294,48861,360,2,3,48861,0.053584535,30.426823,0.045892645,93.99992,57.693794,133313.98,2487919,844.11426,558.82,550.3103,5.760001,1444.0104,-148.9987,-497.231,48861,0.055764668,38.082996,0.049330305,179.52565,54.773148,208845.31,3745119,1361.4141,591.13983,582.6302,3.6000004,-1771.3553,346.4279,-527.78986,6
"251",250,213,0.07043579,62249515,49052,360,2,3,49052,0.055885505,26.17423,0.04242177,75.99991,55.416756,98653.01,1765270,638.6752,537.1409,528.6312,5.760001,1151.2308,-125.26137,-570.60834,49052,0.0145502845,14.791988,0.03208674,52.07204,53.666107,31507.623,2165430,214.7955,454.9616,446.45197,3.9600005,-1404.0798,-26.2744,-402.23276,1
"252",251,213,0.11131719,61285485,49243,360,2,3,49243,0.05220466,35.476406,0.050464306,125.376114,50.91162,181234.84,3471622,1238.4235,580.9233,572.41364,9.360001,1579.3623,-189.15259,-871.9077,49243,0.059112526,51.28871,0.06884391,180.22351,50.36729,378796.56,6408059,2599.3843,633.9841,625.4744,10.44,-2225.0562,820.6913,636.2809,6
"253",252,213,0.10884715,61271864,49444,360,2,3,49444,0.08801895,34.40243,0.05181089,85.99926,53.29892,170427.92,1936264,1116.9304,576.5036,567.9939,6.1200013,1132.0537,-73.610954,-692.0059,49444,0.020828204,15.070448,0.034486152,63.52339,58.86664,32705.05,1570229,208.69853,457.64722,449.13757,3.6000004,-1184.0896,44.407326,-365.355,1
"254",253,213,0.10867098,61844950,49631,360,2,3,49631,0.03906956,36.70883,0.04682249,148.1138,50.381725,194045.53,4966668,1356.0819,584.99615,576.4865,11.519999,1810.4994,-510.78113,-1110.7738,49631,0.06960142,61.98359,0.07767367,225.96906,50.1128,553243,7948732,3805.4336,661.0844,652.57477,11.879998,-2349.5503,1222.5131,616.89795,6
"255",254,213,0.084626414,61595377,49831,360,2,3,49831,0.072518006,28.704082,0.046296906,79.9999,54.768967,118645.11,1636078,768.8412,550.42694,541.91724,5.760001,1049.6478,-180.44025,-618.9617,49831,0.012108408,12.996681,0.028070586,43.260666,57.79596,24323.576,2008817,158.76917,436.3292,427.81955,3.6000004,-1348.541,10.751942,-407.20367,1
"256",255,213,0.13905108,61379762,49998,360,2,3,49998,0.09314036,67.76672,0.11036926,201.24817,64.57944,661295.4,7099987,4489.811,647.7272,639.2175,15.119995,1251.2316,1605.3119,1515.2837,49998,0.045910724,64.14816,0.07978627,182.1863,60.526287,592558,12906745,4104.117,647.9696,639.45996,14.399996,-2215.6025,-2415.353,-1253.5398,5
"257",256,213,0.13930018,61775471,50232,360,2,3,50232,0.10630655,36.850727,0.05617489,110.99557,54.303043,195548.56,1839478,1262.2361,586.4033,577.8936,6.4800014,985.6728,-268.2363,-774.8728,50232,0.03299363,18.016666,0.0421936,65.67019,74.53251,46742.438,1416711,261.76016,483.36005,474.8504,3.6000004,-1108.8448,130.10893,-351.43015,1
"258",257,213,0.11834362,102259550,50423,360,2,3,50423,0.043205965,40.123726,0.051374808,137.97292,50.24987,231827.53,5365637,1620.9622,597.5214,589.0118,11.879998,1844.0208,-765.8627,-1070.911,50423,0.07513765,60.840622,0.08026467,210.0603,54.23295,533027.7,7094016,3469.7825,658.6006,650.0909,9.72,-1956.2076,1640.5623,-206.87047,6
"259",258,213,0.086154446,61227087,50618,360,2,3,50618,0.06441458,26.545782,0.04394997,72.999306,54.048878,101473.71,1575322,664.4856,539.17065,530.661,6.1200013,1026.218,-174.01712,-624.85394,50618,0.021739867,18.643219,0.039498344,59.646545,55.415764,50050.02,2302223,331.01654,488.28275,479.77307,3.9600005,-1434.6833,-44.75695,-438.01025,1
"260",259,213,0.112182036,61410574,50815,360,2,3,50815,0.04566272,33.24686,0.047158666,125.716385,52.197803,159170.92,3485796,1073.8269,571.5828,563.0731,8.640001,1607.8657,-197.97412,-837.97314,50815,0.06651931,50.914993,0.066295564,191.05063,57.290527,373296.47,5611851,2362.3232,632.95593,624.4462,6.8400016,-2132.4146,828.44745,-70.98206,6
"261",260,213,0.089598335,62249735,51010,360,2,3,51010,0.076109484,31.366735,0.049318768,91.9993,53.329903,141677.58,1861497,931.4324,563.201,554.6913,6.1200013,1137.0424,-122.54999,-641.8218,51010,0.01348885,13.236374,0.029414164,51.973328,52.279007,25229.031,1870362,175.40103,438.96075,430.4511,3.6000004,-1287.404,7.471193,-433.20663,1
"262",261,213,0.079406485,62156572,51210,360,2,3,51210,0.017654702,20.066332,0.03130473,72.905266,55.957886,57982.703,3284264,382.98605,498.8755,490.36584,7.560002,1701.0366,-50.528877,-574.63245,51210,0.06175178,48.210365,0.063185275,182.61423,55.24403,334690.5,5419933,2165.866,625.09595,616.58624,5.400001,-2157.491,499.5878,-425.30887,6
"263",262,213,0.079122975,61566940,51409,360,2,3,51409,0.06430462,28.45952,0.044468,84.99595,55.165142,116631.984,1813742,754.69714,549.19476,540.6851,6.1200013,1095.2054,-251.0504,-659.24884,51409,0.014818356,14.281909,0.032094177,47.946228,59.21783,29372.102,1982143,188.07867,449.90836,441.3987,3.9600005,-1332.7057,104.59564,-407.09497,1
"264",263,213,0.08510804,62032787,51604,360,2,3,51604,0.07265384,31.317688,0.049631834,89.99648,53.229057,141234.84,1943942,930.59814,562.97565,554.46594,6.4800014,1172.6494,-95.5399,-646.89496,51604,0.012454202,14.995405,0.02654054,48.57609,57.20121,32380.154,2599938,212.60124,456.92838,448.41873,6.4800014,-1550.0269,-326.08362,242.16518,1
"265",264,213,0.08142207,62083406,51800,360,2,3,51800,0.0676287,28.24051,0.045844987,81.99991,57.034454,114843.81,1698152,728.33765,548.08234,539.5727,5.760001,1090.386,-184.16078,-600.3765,51800,0.013793374,14.635687,0.030811973,48.714577,60.320915,30845.281,2236239,195.63184,453.43192,444.92227,3.6000004,-1409.4108,16.775671,-467.62482,1
"266",265,213,0.06566347,62020707,51994,360,2,3,51994,0.05831154,26.01469,0.0434302,67.99942,51.75156,97454.04,1671265,656.71765,536.2605,527.75085,6.1200013,1127.5173,-75.39368,-544.8222,51994,0.007351931,11.450175,0.020337788,34.772602,55.630657,18879.34,2567943,127.789185,418.086,409.57635,6.1200013,-1535.0022,-397.3073,187.02382,1
