Id.Latido,Registro,Error,Time,Type,RR1,RR
2439,103,0.310636,2.439,1,310,15
2440,214,0.043661,2.44,2,311,0
2441,109,0.016039,2.441,2,239,2
2442,200,0.064196,2.442,5,226,87
2443,118,0.078199,2.443,3,250,4
2444,100,0.084952,2.444,1,266,0
2445,200,0.041661,2.445,1,320,0
2446,228,0.075343,2.446,1,354,0
2447,112,0.326346,2.447,1,252,0
2448,116,0.020084,2.448,1,270,1
2449,103,0.022255,2.449,1,295,0
2450,104,0.448977,2.45,12,309,0
2451,201,0.032949,2.451,8,192,738
2452,123,0.02285,2.452,1,450,0
2453,212,0.214462,2.453,3,232,0
2454,200,0.032421,2.454,5,191,270
2455,101,0.291198,2.455,8,333,135
2456,215,0.026156,2.456,1,200,3
2457,107,0.388191,2.457,12,303,9
2458,107,0.312829,2.458,12,297,7
2459,217,0.045907,2.459,38,296,0
2460,208,0.181457,2.46,1,293,0
2461,124,0.552399,2.461,3,451,0
2462,228,0.258907,2.462,1,284,12
2463,123,0.041198,2.463,1,411,66
2464,122,0.054935,2.464,1,274,0
2465,233,0.060983,2.465,1,211,4
2466,221,0.164949,2.466,1,236,93
2467,213,0.048039,2.467,1,192,0
2468,214,0.049855,2.468,2,335,0
2469,112,0.279646,2.469,1,255,0
2470,105,0.126838,2.47,1,262,9
2471,113,0.119076,2.471,1,354,48
2472,234,0.09435,2.472,1,239,0
2473,116,0.017559,2.473,1,273,0
2474,213,0.051034,2.474,1,198,4
2475,119,0.02712,2.475,1,318,9
2476,234,0.094394,2.476,1,247,0
2477,108,0.064471,2.477,1,400,0
2478,200,0.047354,2.478,1,276,0
2479,100,0.056883,2.479,1,275,6
2480,113,0.096128,2.48,1,384,39
2481,208,0.038396,2.481,6,214,29
2482,117,0.020858,2.482,1,421,0
2483,222,0.293337,2.483,1,305,0
2484,121,0.011129,2.484,1,376,0
2485,208,0.097158,2.485,5,187,119
2486,213,0.060629,2.486,1,201,0
2487,228,0.216375,2.487,1,271,49
2488,114,0.26993,2.488,1,352,0
2489,108,0.141145,2.489,1,319,18
2490,234,0.158457,2.49,1,234,11
2491,215,0.037883,2.491,1,186,6
2492,118,0.085292,2.492,8,231,152
2493,232,0.195531,2.493,8,263,0
2494,100,0.022266,2.494,1,276,32
2495,106,0.181439,2.495,1,373,0
2496,230,0.084136,2.496,1,260,0
2497,222,0.26325,2.497,1,471,0
2498,222,0.048997,2.498,1,154,208
2499,123,0.019834,2.499,1,443,0
2500,232,0.394637,2.5,8,247,448
2501,106,0.358119,2.501,1,290,28
2502,221,0.034823,2.502,5,172,452
2503,233,0.050128,2.503,1,218,58
2504,200,0.103882,2.504,1,361,0
2505,205,0.111247,2.505,1,269,0
2506,209,0.081976,2.506,1,228,4
2507,101,0.187987,2.507,1,382,0
2508,215,0.031602,2.508,1,184,16
2509,102,0.253383,2.509,12,291,14
2510,103,0.017389,2.51,1,325,0
2511,232,0.203173,2.511,8,268,435
2512,109,0.019899,2.512,2,246,2
2513,210,0.08122,2.513,1,272,0
2514,220,0.088266,2.514,8,206,250
2515,101,0.318087,2.515,1,310,34
2516,217,0.193311,2.516,12,290,13
2517,201,0.026579,2.517,1,296,0
2518,213,0.074625,2.518,1,203,0
2519,103,0.020352,2.519,1,294,20
2520,223,0.011137,2.52,1,244,5
2521,234,0.184972,2.521,1,247,0
2522,231,0.147438,2.522,3,332,0
2523,213,0.074203,2.523,6,200,0
2524,113,0.131364,2.524,1,407,0
2525,233,0.064371,2.525,1,214,5
2526,209,0.083771,2.526,1,223,10
2527,102,0.253305,2.527,12,299,11
2528,118,0.088481,2.528,3,296,0
2529,112,0.241283,2.529,1,254,11
2530,121,0.018375,2.53,1,356,3
2531,115,0.042397,2.531,1,344,0
2532,203,0.240635,2.532,1,157,127
2533,208,0.012887,2.533,1,281,0
2534,222,0.143133,2.534,8,176,365
2535,213,0.05617,2.535,1,209,9
2536,228,0.085059,2.536,1,388,0
2537,231,0.169774,2.537,3,347,0
2538,112,0.271973,2.538,1,261,0
2539,117,0.051035,2.539,1,440,0
2540,202,0.063331,2.54,1,196,40
2541,219,0.097041,2.541,1,208,208
2542,230,0.051635,2.542,1,234,16
2543,215,0.029717,2.543,1,194,0
2544,114,0.238255,2.544,1,303,62
2545,121,0.01666,2.545,1,366,13
2546,221,0.051625,2.546,1,245,12
2547,105,0.133568,2.547,1,278,0
2548,106,0.241926,2.548,1,346,0
2549,230,0.080147,2.549,1,283,0
2550,203,0.094675,2.55,1,294,0
2551,106,0.376226,2.551,1,310,21
2552,205,0.110149,2.552,1,229,10
2553,119,0.010772,2.553,5,203,419
2554,113,0.09326,2.554,1,323,11
2555,112,0.244141,2.555,1,237,29
2556,111,0.10997,2.556,2,330,0
2557,200,0.099166,2.557,1,306,0
2558,203,0.115322,2.558,1,228,0
2559,203,0.049958,2.559,1,269,0
2560,207,0.051447,2.56,2,273,2
2561,119,0.013368,2.561,5,199,570
2562,213,0.044356,2.562,1,199,0
2563,107,0.384081,2.563,12,293,10
2564,217,0.224238,2.564,12,315,0
2565,210,0.08013,2.565,1,294,0
2566,101,0.08401,2.566,1,362,0
2567,118,0.14522,2.567,3,299,0
2568,223,0.006779,2.568,1,256,0
2569,116,0.029101,2.569,1,281,0
2570,201,0.015071,2.57,1,455,0
2571,118,0.095525,2.571,3,316,0
2572,234,0.103741,2.572,1,234,8
2573,114,0.192125,2.573,1,317,0
2574,121,0.01422,2.574,1,356,3
2575,101,0.253623,2.575,1,283,12
2576,201,0.021841,2.576,1,432,0
2577,124,0.547463,2.577,3,447,0
2578,106,0.374965,2.578,1,356,0
2579,213,0.052517,2.579,1,219,0
2580,212,0.226555,2.58,3,213,12
2581,106,0.357276,2.581,1,360,0
2582,228,0.076179,2.582,1,426,0
2583,210,0.128837,2.583,1,311,0
2584,114,0.106774,2.584,1,330,10
2585,112,0.295961,2.585,1,253,0
2586,215,0.039751,2.586,1,190,0
2587,117,0.07156,2.587,1,422,0
2588,233,0.092104,2.588,6,207,80
2589,109,0.011571,2.589,2,249,0
2590,101,0.165689,2.59,1,353,0
2591,232,0.168927,2.591,3,718,0
2592,210,0.075179,2.592,1,252,17
2593,124,0.216604,2.593,3,419,0
2594,115,0.113325,2.594,1,366,0
2595,210,0.083949,2.595,1,252,0
2596,118,0.100108,2.596,3,307,52
2597,106,0.436878,2.597,1,387,60
2598,215,0.028301,2.598,1,203,0
2599,100,0.037813,2.599,1,270,0
2600,233,0.076423,2.6,1,210,62
2601,219,0.038085,2.601,1,235,129
2602,101,0.310784,2.602,1,356,0
2603,104,0.405649,2.603,12,307,0
2604,124,0.478647,2.604,3,416,4
2605,105,0.119741,2.605,1,270,3
2606,203,0.0295,2.606,1,287,0
2607,115,0.158021,2.607,1,305,14
2608,108,0.072938,2.608,1,401,0
2609,118,0.172773,2.609,3,313,0
2610,213,0.060189,2.61,1,200,37
2611,213,0.068939,2.611,6,209,0
2612,219,0.060881,2.612,1,276,193
2613,210,0.065924,2.613,1,248,0
2614,219,0.065122,2.614,1,287,48
2615,209,0.036051,2.615,1,230,0
2616,223,0.0395,2.616,1,251,10
2617,230,0.073317,2.617,1,304,19
2618,202,0.033363,2.618,1,508,0
2619,223,0.019553,2.619,1,259,0
2620,231,0.156978,2.62,3,330,39
2621,233,0.037672,2.621,5,183,145
2622,230,0.111877,2.622,1,320,11
2623,123,0.041741,2.623,1,469,0
2624,113,0.076996,2.624,1,363,18
2625,219,0.048283,2.625,1,322,0
2626,123,0.044456,2.626,1,463,10
2627,205,0.188197,2.627,1,228,9
2628,220,0.050142,2.628,1,348,0
2629,207,0.035077,2.629,2,287,0
2630,119,0.022315,2.63,1,330,0
2631,119,0.042791,2.631,1,473,0
2632,111,0.081978,2.632,2,302,0
2633,114,0.060134,2.633,5,208,509
2634,102,0.248708,2.634,12,308,0
2635,116,0.027164,2.635,1,272,0
2636,221,0.035242,2.636,5,164,228
2637,223,0.011538,2.637,1,254,0
2638,100,0.036423,2.638,1,271,0
2639,114,0.143901,2.639,1,318,43
2640,233,0.048852,2.64,1,203,3
2641,233,0.307666,2.641,5,142,199
2642,100,0.054741,2.642,1,284,8
2643,207,0.045272,2.643,31,107,0
2644,119,0.036245,2.644,1,310,26
2645,205,0.081002,2.645,1,244,0
2646,209,0.052683,2.646,1,229,6
2647,109,0.016667,2.647,2,252,8
2648,100,0.040872,2.648,1,280,0
2649,221,0.077766,2.649,1,527,0
2650,219,0.047073,2.65,1,298,64
2651,215,0.031943,2.651,1,190,0
2652,212,0.152316,2.652,3,212,3
2653,220,0.069656,2.653,1,337,3
2654,105,0.266753,2.654,1,251,0
2655,116,0.036274,2.655,1,275,0
2656,222,0.139978,2.656,1,373,0
2657,111,0.090818,2.657,2,313,0
2658,109,0.010551,2.658,2,253,0
2659,122,0.083623,2.659,1,236,17
2660,217,0.21575,2.66,12,298,0
2661,208,0.005312,2.661,6,204,0
2662,205,0.079417,2.662,1,229,3
2663,209,0.289799,2.663,8,185,0
2664,215,0.02738,2.664,1,190,9
2665,215,0.025438,2.665,1,201,0
2666,207,0.028319,2.666,10,400,0
2667,203,0.079296,2.667,1,359,0
2668,219,0.102686,2.668,1,219,172
2669,104,0.620086,2.669,38,297,0
2670,101,0.161483,2.67,1,387,0
2671,223,0.028313,2.671,1,251,0
2672,202,0.02689,2.672,1,427,0
2673,231,0.146942,2.673,3,314,353
2674,200,0.048794,2.674,1,306,0
2675,100,0.052071,2.675,1,297,0
2676,200,0.045247,2.676,5,209,169
2677,221,0.042639,2.677,1,251,114
2678,223,0.043503,2.678,5,226,0
2679,231,0.156729,2.679,3,382,0
2680,215,0.020599,2.68,1,189,2
2681,214,0.034173,2.681,2,279,0
2682,101,0.27705,2.682,1,323,21
2683,203,0.036342,2.683,1,308,0
2684,222,0.22005,2.684,1,304,1
2685,222,0.17918,2.685,1,153,3
2686,122,0.101298,2.686,1,285,12
2687,101,0.186023,2.687,1,358,0
2688,101,0.316454,2.688,1,374,9
2689,205,0.170559,2.689,1,248,3
2690,212,0.259354,2.69,1,235,7
2691,104,0.323785,2.691,12,310,0
2692,208,0.069776,2.692,1,274,0
2693,103,0.01904,2.693,1,317,22
2694,205,0.131917,2.694,1,261,0
2695,202,0.009616,2.695,1,172,112
2696,202,0.079764,2.696,1,274,0
2697,109,0.011898,2.697,2,262,4
2698,214,0.059926,2.698,2,297,0
2699,213,0.080576,2.699,1,194,25
2700,105,0.227554,2.7,1,245,0
2701,230,0.043467,2.701,1,237,24
2702,114,0.337556,2.702,1,358,37
2703,217,0.140006,2.703,5,215,178
2704,215,0.013379,2.704,1,194,3
2705,215,0.030877,2.705,1,213,0
2706,116,0.022145,2.706,1,279,1
2707,212,0.170233,2.707,3,252,1
2708,212,0.185204,2.708,3,231,1
2709,104,0.527445,2.709,12,273,23
2710,223,0.007903,2.71,1,248,6
2711,220,0.04405,2.711,1,341,0
2712,220,0.049202,2.712,1,303,0
2713,210,0.061468,2.713,1,298,0
2714,116,0.018365,2.714,1,283,3
2715,208,0.096238,2.715,1,301,0
2716,119,0.031219,2.716,5,197,401
2717,105,0.07778,2.717,1,266,0
2718,213,0.046282,2.718,1,196,9
2719,124,0.589274,2.719,3,427,0
2720,107,0.39579,2.72,12,308,0
2721,205,0.15832,2.721,1,266,3
2722,228,0.068239,2.722,1,264,0
2723,233,0.042795,2.723,1,213,0
2724,209,0.309298,2.724,1,239,0
2725,105,0.095698,2.725,1,234,0
2726,103,0.019208,2.726,1,295,4
2727,111,0.129323,2.727,2,314,0
2728,202,0.012678,2.728,1,363,2
2729,203,0.11453,2.729,1,150,4
2730,106,0.309236,2.73,1,310,0
2731,200,0.231891,2.731,1,259,0
2732,123,0.044841,2.732,1,398,35
2733,123,0.022729,2.733,1,456,0
2734,103,0.01687,2.734,1,312,4
2735,101,0.248518,2.735,1,355,0
2736,208,0.253841,2.736,1,249,0
2737,114,0.049592,2.737,1,352,15
2738,112,0.320564,2.738,1,246,9
2739,117,0.076495,2.739,1,445,0
2740,111,0.078453,2.74,2,321,0
2741,212,0.155994,2.741,3,225,19
2742,123,0.036614,2.742,1,496,0
2743,106,0.248427,2.743,1,488,0
2744,105,0.054196,2.744,1,251,0
2745,113,0.063068,2.745,1,285,112
2746,118,0.083163,2.746,3,299,0
2747,101,0.2803,2.747,1,361,0
2748,207,0.039455,2.748,2,322,8
2749,100,0.042901,2.749,1,282,2
2750,111,0.531432,2.75,2,305,0
2751,122,0.111992,2.751,1,254,0
2752,207,0.038539,2.752,2,344,2
2753,116,0.096265,2.753,1,262,0
2754,202,0.023237,2.754,1,393,0
2755,118,0.140611,2.755,3,293,0
2756,205,0.041622,2.756,1,240,4
2757,202,0.011078,2.757,1,425,0
2758,208,0.073813,2.758,6,207,0
2759,107,0.427346,2.759,12,293,17
2760,230,0.055312,2.76,1,320,0
2761,117,0.09709,2.761,1,417,30
2762,124,0.467064,2.762,3,420,18
2763,209,0.074821,2.763,1,216,19
2764,231,0.150621,2.764,3,351,14
2765,201,0.009696,2.765,1,418,52
2766,107,0.34858,2.766,12,311,0
2767,209,0.112115,2.767,1,247,0
2768,123,0.022476,2.768,1,437,86
2769,114,0.179569,2.769,1,369,0
2770,231,0.179728,2.77,3,345,23
2771,233,0.023087,2.771,1,285,0
2772,209,0.04969,2.772,1,222,14
2773,115,0.067581,2.773,1,352,51
2774,106,0.372065,2.774,1,337,49
2775,219,0.115967,2.775,5,233,148
2776,115,0.088626,2.776,1,328,65
2777,212,0.178037,2.777,3,234,9
2778,219,0.026802,2.778,1,296,0
2779,217,0.172742,2.779,12,288,22
2780,209,0.274544,2.78,1,224,0
2781,111,0.322895,2.781,2,319,0
2782,117,0.067284,2.782,1,422,0
2783,109,0.011687,2.783,2,256,0
2784,116,0.050631,2.784,1,267,0
2785,207,0.029649,2.785,2,361,0
2786,102,0.252251,2.786,12,308,0
2787,217,0.18052,2.787,12,296,20
2788,203,0.046525,2.788,1,286,0
2789,103,0.013337,2.789,1,311,0
2790,205,0.125866,2.79,1,245,0
2791,220,0.088025,2.791,1,328,0
2792,116,0.041103,2.792,1,266,5
2793,233,0.255502,2.793,5,143,209
2794,109,0.0134,2.794,2,233,22
2795,230,0.096142,2.795,1,304,0
2796,203,0.107292,2.796,5,304,0
2797,231,0.134961,2.797,3,595,0
2798,205,0.111675,2.798,1,245,0
2799,212,0.201602,2.799,3,247,0
2800,214,0.032635,2.8,2,294,26
2801,221,0.03722,2.801,5,172,193
2802,214,0.023407,2.802,2,385,0
2803,107,0.350802,2.803,12,298,8
2804,233,0.059188,2.804,1,295,0
2805,103,0.027074,2.805,1,313,23
2806,209,0.041889,2.806,8,184,130
2807,219,0.04812,2.807,1,258,6
2808,116,0.034009,2.808,1,273,0
2809,208,0.039235,2.809,5,206,173
2810,234,0.075779,2.81,1,233,0
2811,116,0.1018,2.811,1,265,0
2812,113,0.098223,2.812,1,315,11
2813,215,0.106916,2.813,1,183,16
2814,205,0.153545,2.814,1,271,0
2815,231,0.19074,2.815,3,357,0
2816,212,0.257567,2.816,3,236,0
2817,220,0.044164,2.817,1,370,7
2818,100,0.065465,2.818,1,285,0
2819,118,0.124961,2.819,3,304,7
2820,117,0.022527,2.82,1,425,0
2821,113,0.124277,2.821,1,367,0
2822,108,0.095512,2.822,1,351,0
2823,124,0.52147,2.823,7,386,0
2824,223,0.033825,2.824,1,243,0
2825,201,0.015601,2.825,1,416,8
2826,109,0.011867,2.826,2,286,0
2827,222,0.229575,2.827,1,183,0
2828,200,0.067009,2.828,5,231,63
2829,209,0.054277,2.829,1,229,0
2830,100,0.070078,2.83,1,285,17
2831,122,0.056375,2.831,1,259,17
2832,215,0.030815,2.832,1,192,0
2833,103,0.014822,2.833,1,318,20
2834,233,0.074593,2.834,1,217,40
2835,221,0.043644,2.835,1,331,0
2836,101,0.160227,2.836,1,359,0
2837,112,0.199149,2.837,1,259,0
2838,213,0.070058,2.838,6,205,0
2839,124,0.560367,2.839,3,410,0
2840,234,0.145599,2.84,1,235,19
2841,113,0.11841,2.841,1,347,15
2842,102,0.268321,2.842,12,301,0
2843,115,0.050272,2.843,1,320,13
2844,209,0.019131,2.844,8,135,0
2845,205,0.151527,2.845,1,256,3
2846,210,0.121109,2.846,1,252,0
2847,100,0.280037,2.847,1,277,22
2848,124,0.183617,2.848,3,397,0
2849,208,0.041436,2.849,1,220,0
2850,219,0.02735,2.85,1,425,0
2851,113,0.153591,2.851,1,325,93
2852,233,0.044988,2.852,1,210,0
2853,230,0.087881,2.853,1,271,0
2854,230,0.15534,2.854,1,313,0
2855,209,0.090791,2.855,1,232,0
2856,121,0.006284,2.856,1,380,0
2857,234,0.109493,2.857,1,246,0
2858,217,0.154182,2.858,38,287,0
2859,118,0.059265,2.859,3,304,0
2860,210,0.07786,2.86,1,345,0
2861,233,0.052108,2.861,1,215,47
2862,213,0.02606,2.862,1,203,0
2863,104,0.480335,2.863,12,298,0
2864,101,0.249556,2.864,1,376,0
2865,232,0.24957,2.865,8,273,0
2866,109,0.01658,2.866,2,282,0
2867,124,0.448982,2.867,3,401,45
2868,230,0.092249,2.868,1,333,0
2869,108,0.049683,2.869,1,351,6
2870,124,0.257194,2.87,3,516,0
2871,228,0.133923,2.871,1,325,0
2872,230,0.090518,2.872,1,285,7
2873,101,0.147224,2.873,1,359,0
2874,205,0.247501,2.874,1,232,0
2875,215,0.049869,2.875,1,201,0
2876,203,0.044383,2.876,5,145,198
2877,200,0.050238,2.877,1,248,0
2878,202,0.047606,2.878,8,180,513
2879,109,0.013233,2.879,2,253,1
2880,219,0.049195,2.88,1,288,21
2881,234,0.159159,2.881,1,244,0
2882,119,0.028207,2.882,1,342,137
2883,230,0.072943,2.883,1,278,0
2884,230,0.090023,2.884,1,294,19
2885,208,0.261264,2.885,1,259,0
2886,105,0.04205,2.886,1,247,14
2887,102,0.223419,2.887,12,286,13
2888,104,0.454928,2.888,12,291,9
2889,105,0.093906,2.889,1,253,6
2890,215,0.014722,2.89,1,214,0
2891,109,0.012064,2.891,2,266,1
2892,215,0.139345,2.892,1,202,0
2893,208,0.150923,2.893,1,206,18
2894,221,0.049328,2.894,1,400,0
2895,221,0.02611,2.895,1,479,0
2896,208,0.043049,2.896,5,158,148
2897,212,0.320023,2.897,1,236,9
2898,101,0.142495,2.898,1,367,0
2899,213,0.052286,2.899,1,195,3
2900,118,0.065351,2.9,3,274,12
2901,221,0.072489,2.901,1,241,113
2902,223,0.011458,2.902,1,321,0
2903,213,0.014833,2.903,1,200,0
2904,222,0.128192,2.904,1,278,0
2905,213,0.0586,2.905,5,207,0
2906,219,0.05564,2.906,1,230,75
2907,118,0.14688,2.907,3,280,19
2908,219,0.084537,2.908,1,326,0
2909,111,0.260866,2.909,2,292,1
2910,112,0.306649,2.91,1,274,0
2911,201,0.23697,2.911,1,256,0
2912,228,0.053841,2.912,1,298,26
2913,116,0.051957,2.913,1,256,4
2914,234,0.077345,2.914,1,234,15
2915,207,0.041185,2.915,2,255,33
2916,205,0.14671,2.916,1,269,0
2917,102,0.26312,2.917,12,305,0
2918,213,0.05097,2.918,1,191,24
2919,106,0.289071,2.919,1,498,0
2920,107,0.347478,2.92,12,296,17
2921,210,0.049491,2.921,1,249,86
2922,106,0.216472,2.922,1,361,8
2923,122,0.10379,2.923,1,261,14
2924,234,0.085129,2.924,1,230,3
2925,114,0.432887,2.925,1,347,3
2926,119,0.021942,2.926,1,320,151
2927,104,0.431438,2.927,12,296,0
2928,118,0.087721,2.928,3,304,250
2929,208,0.083138,2.929,1,165,95
2930,219,0.048768,2.93,1,267,29
2931,232,0.220297,2.931,8,253,395
2932,106,0.086598,2.932,5,169,271
2933,223,0.052038,2.933,5,222,106
2934,208,0.091584,2.934,1,310,0
2935,102,0.267551,2.935,12,303,0
2936,114,0.146125,2.936,1,389,21
2937,217,0.185425,2.937,12,290,5
2938,118,0.091046,2.938,3,297,0
2939,118,0.076594,2.939,3,291,0
2940,205,0.096759,2.94,1,273,0
2941,101,0.21233,2.941,1,357,12
2942,106,0.361754,2.942,1,397,0
2943,119,0.032251,2.943,1,480,0
2944,230,0.078102,2.944,1,258,6
2945,105,0.133777,2.945,1,271,0
2946,207,0.042633,2.946,2,357,0
2947,201,0.028478,2.947,1,260,42
2948,222,0.312998,2.948,1,278,0
2949,200,0.13317,2.949,1,228,41
2950,200,0.062734,2.95,1,227,14
2951,115,0.059686,2.951,1,381,40
2952,118,0.110344,2.952,3,306,0
2953,111,0.115805,2.953,2,292,8
2954,107,0.330928,2.954,12,299,9
2955,101,0.077162,2.955,1,370,0
2956,217,0.167857,2.956,12,317,0
2957,213,0.060352,2.957,1,201,0
2958,113,0.106465,2.958,1,345,63
2959,112,0.275958,2.959,1,252,0
2960,116,0.030187,2.96,1,275,0
2961,209,0.092637,2.961,1,225,4
2962,207,0.034127,2.962,2,292,27
2963,213,0.034072,2.963,1,211,0
2964,109,0.013445,2.964,2,242,0
2965,101,0.371233,2.965,1,359,0
2966,230,0.103702,2.966,1,259,0
2967,205,0.160684,2.967,1,235,0
2968,208,0.061309,2.968,6,219,2
2969,123,0.032041,2.969,1,414,7
2970,203,0.133722,2.97,1,149,112
2971,116,0.117344,2.971,1,267,0
2972,212,0.157535,2.972,3,231,0
2973,228,0.099209,2.973,1,305,0
2974,233,0.084771,2.974,1,282,0
2975,107,0.374744,2.975,12,300,10
2976,212,0.301824,2.976,1,242,0
2977,104,0.419956,2.977,12,293,13
2978,213,0.024284,2.978,1,184,34
2979,209,0.03404,2.979,1,218,7
2980,115,0.035912,2.98,1,324,9
2981,205,0.139831,2.981,1,230,12
2982,210,0.06861,2.982,1,263,63
2983,122,0.11668,2.983,1,254,0
2984,221,0.047806,2.984,5,176,194
2985,122,0.089302,2.985,1,246,0
2986,232,0.244065,2.986,8,255,223
2987,223,0.044543,2.987,8,217,93
2988,219,0.039844,2.988,1,267,0
2989,118,0.109871,2.989,3,261,0
2990,217,0.021506,2.99,1,255,22
2991,215,0.040182,2.991,1,180,0
2992,124,0.291646,2.992,3,416,0
2993,116,0.038081,2.993,1,277,5
2994,219,0.041279,2.994,1,338,0
2995,108,0.086369,2.995,1,363,3
2996,223,0.028901,2.996,8,211,88
2997,233,0.048599,2.997,1,280,0
2998,201,0.012955,2.998,1,425,14
2999,213,0.045924,2.999,1,196,0
3000,111,0.10262,3,2,310,1
3001,105,0.074532,3.001,1,270,64
3002,100,0.067805,3.002,1,292,4
3003,233,0.049894,3.003,1,212,0
3004,209,0.062957,3.004,1,235,4
3005,202,0.013239,3.005,1,403,4
3006,228,0.081749,3.006,1,317,6
3007,114,0.183381,3.007,1,392,194
3008,230,0.021601,3.008,1,266,0
3009,114,0.144768,3.009,1,338,0
3010,207,0.040147,3.01,2,351,0
3011,200,0.090625,3.011,5,213,100
3012,214,0.050283,3.012,5,202,231
3013,202,0.00867,3.013,1,232,0
3014,219,0.050547,3.014,1,310,0
3015,231,0.167955,3.015,3,350,0
3016,111,0.082502,3.016,2,311,7
3017,119,0.028574,3.017,5,189,485
3018,217,0.205386,3.018,12,325,0
3019,233,0.074312,3.019,1,220,53
3020,103,0.033281,3.02,1,315,21
3021,101,0.167338,3.021,1,305,5
3022,105,0.066452,3.022,1,256,1
3023,104,0.662073,3.023,38,273,46
3024,104,0.15921,3.024,1,289,0
3025,117,0.058721,3.025,1,422,28
3026,232,0.252017,3.026,8,266,444
3027,109,0.010882,3.027,2,260,0
3028,231,0.166976,3.028,3,380,0
3029,113,0.116418,3.029,1,368,0
3030,208,0.035194,3.03,1,246,0
3031,107,0.385928,3.031,12,314,0
3032,114,0.21131,3.032,1,348,0
3033,217,0.229305,3.033,12,292,3
3034,200,0.246113,3.034,1,250,0
3035,200,0.122339,3.035,5,196,19
3036,207,0.039697,3.036,2,350,0
3037,214,0.031146,3.037,2,440,0
3038,219,0.038984,3.038,1,275,0
3039,117,0.022263,3.039,1,421,0
3040,212,0.358519,3.04,1,227,12
3041,114,0.197605,3.041,1,308,0
3042,202,0.020785,3.042,1,188,51
3043,101,0.095348,3.043,1,366,0
3044,230,0.098633,3.044,1,260,0
3045,212,0.299421,3.045,1,229,0
3046,102,0.242359,3.046,12,283,23
3047,221,0.046933,3.047,1,324,0
3048,208,0.045361,3.048,5,155,190
3049,222,0.196276,3.049,1,173,0
3050,102,0.277581,3.05,38,288,10
3051,115,0.101801,3.051,1,353,0
3052,215,0.044095,3.052,1,188,0
3053,109,0.016862,3.053,2,265,14
3054,123,0.017913,3.054,1,409,0
3055,230,0.132325,3.055,1,315,1
3056,228,0.144568,3.056,1,322,46
3057,200,0.06683,3.057,5,219,177
3058,112,0.111823,3.058,1,252,3
3059,231,0.159218,3.059,3,342,46
3060,109,0.014394,3.06,2,266,0
3061,105,0.119289,3.061,1,253,3
3062,101,0.142512,3.062,1,302,5
3063,102,0.253257,3.063,12,308,0
3064,122,0.163334,3.064,1,248,11
3065,118,0.176771,3.065,3,287,6
3066,105,0.259166,3.066,1,344,0
3067,203,0.112494,3.067,1,173,92
3068,203,0.359663,3.068,1,166,65
3069,115,0.095411,3.069,1,334,0
3070,223,0.016685,3.07,1,278,0
3071,223,0.006706,3.071,1,244,3
3072,219,0.042484,3.072,1,276,0
3073,212,0.197519,3.073,3,222,0
3074,221,0.045988,3.074,1,224,21
3075,215,0.035058,3.075,1,187,5
3076,201,0.261422,3.076,5,348,191
3077,230,0.11848,3.077,1,284,3
3078,210,0.038947,3.078,1,297,0
3079,203,0.282738,3.079,5,132,142
3080,207,0.039639,3.08,2,268,0
3081,220,0.068291,3.081,1,340,5
3082,113,0.078033,3.082,1,367,0
3083,111,0.083148,3.083,2,302,18
3084,223,0.045549,3.084,5,170,352
3085,223,0.017597,3.085,1,284,0
3086,119,0.0239,3.086,1,326,34
3087,215,0.023689,3.087,1,212,0
3088,122,0.065467,3.088,1,268,0
3089,108,0.090696,3.089,5,187,484
3090,106,0.282729,3.09,1,379,0
3091,100,0.039067,3.091,1,307,0
3092,122,0.041874,3.092,1,300,0
3093,102,0.211116,3.093,12,306,2
3094,112,0.245534,3.094,1,255,7
3095,201,0.017931,3.095,1,438,0
3096,113,0.090098,3.096,1,362,0
3097,105,0.114468,3.097,1,268,0
3098,223,0.008981,3.098,8,180,157
3099,105,0.235361,3.099,1,253,0
3100,115,0.094232,3.1,1,377,0
3101,203,0.038835,3.101,1,295,0
3102,112,0.237958,3.102,1,255,0
3103,228,0.171871,3.103,1,322,14
3104,200,0.065771,3.104,5,189,218
3105,103,0.016301,3.105,1,306,15
3106,217,0.234691,3.106,12,312,0
3107,209,0.037675,3.107,1,219,10
3108,122,0.072119,3.108,1,252,6
3109,100,0.055476,3.109,1,264,13
3110,117,0.016006,3.11,1,345,0
3111,210,0.117164,3.111,1,310,0
3112,102,0.250696,3.112,12,289,6
3113,220,0.069153,3.113,1,298,15
3114,106,0.323449,3.114,1,408,0
3115,221,0.055248,3.115,5,182,104
3116,122,0.127904,3.116,1,272,0
3117,210,0.068093,3.117,1,240,0
3118,115,0.088498,3.118,1,358,0
3119,112,0.292442,3.119,1,265,0
3120,103,0.023312,3.12,1,341,11
3121,228,0.106769,3.121,5,186,373
3122,215,0.019804,3.122,1,196,0
3123,222,0.073651,3.123,8,176,349
3124,123,0.018933,3.124,1,467,0
3125,115,0.078175,3.125,1,369,0
3126,107,0.357527,3.126,12,313,0
3127,119,0.024036,3.127,1,345,0
3128,121,0.019631,3.128,1,366,0
3129,109,0.012441,3.129,2,250,5
3130,219,0.046642,3.13,1,317,0
3131,213,0.105963,3.131,8,163,89
3132,210,0.11616,3.132,1,264,31
3133,209,0.128814,3.133,8,136,1
3134,112,0.35033,3.134,1,242,7
3135,209,0.034556,3.135,1,230,0
3136,114,0.215216,3.136,1,331,0
