"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C1_H4","C1_H5","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","C2_H4","C2_H5","Type"
"382",381,208,0.34997928,229201786,79931,360,2,6,79931,0.1955686,25.32842,0.07675279,63.99501,78.831245,92380.16,472367,512.81696,545.2408,531.0541,5.400001,444.9011,-25.534601,-423.73145,-40.57884,-9.881706,10.2608185,79931,0.15441066,4.0811734,0.08683348,12.567894,57.638927,2398.4607,15533,16.70299,276.32,262.13336,10.44,33.855625,57.594223,63.901455,-1.0592678,43.575752,51.84475,1
"383",382,208,0.030790644,193612432,80126,360,2,6,80126,0.018118933,13.823319,0.029985508,42.9515,68.66759,27516.117,1518639,176.65897,458.03867,443.852,6.8400016,1109.5868,365.9193,56.191135,-246.92516,-244.31589,47.150833,80126,0.012671711,7.6128783,0.031588707,25.034428,70.715866,8345.652,658605,53.173786,372.14038,357.95374,7.2000017,-790.34235,107.7866,19.220736,87.52908,64.76424,-42.133587,6
"384",383,208,0.028529696,193054946,80282,360,2,6,80282,0.016787676,16.864105,0.041031886,63.34701,62.95917,40953.316,2439487,280.66144,486.668,472.48135,7.560002,1393.2332,366.2773,413.57648,267.31873,248.5435,137.83144,80282,0.011742021,7.365228,0.03216257,29.509066,63.919724,7811.5083,665261,53.73829,367.37665,353.19,7.560002,-794.321,-2.8760529,-128.28012,-31.56339,-72.09689,-62.010998,5
"385",384,208,0.1644653,193881826,80525,360,2,6,80525,0.0338334,10.325245,0.033632718,28.000952,103.46387,15351.938,453751,78.29932,416.0245,401.83783,4.3200006,629.63556,23.208878,-202.8584,-3.1546953,-10.056425,12.525583,80525,0.1306319,2.339236,0.053164456,6.611295,80.06506,787.9716,6032,4.3856344,202.21797,188.03131,5.400001,-35.133644,50.78012,-6.272846,-31.44934,10.8028555,16.90929,1
"386",385,208,0.064687476,193275926,80723,360,2,6,80723,0.043439247,11.307485,0.037442002,27.977314,96.37804,18411.725,423850,96.341255,429.1102,414.92352,4.680001,573.6274,-68.371574,-263.5376,46.025387,5.4278274,-10.739619,80723,0.021248227,1.0530393,0.019500729,3.0648727,77.78937,159.68042,7515,0.9433722,87.28526,73.0986,5.400001,35.344093,62.77369,-33.419765,-20.608734,17.176716,18.136662,1
"387",386,208,0.02373841,193688850,80898,360,2,6,80898,0.020260539,17.178572,0.04004329,53.418686,68.94236,42494.88,2097421,297.04807,476.64136,462.45468,10.799999,1226.0939,635.70416,85.64912,-96.11938,-250.90863,-260.7113,80898,0.0034778707,4.6124287,0.0180173,20.467112,88.6891,3063.5276,880863,21.37715,270.9807,256.79407,10.799999,-916.8043,-126.75235,72.428764,28.51065,65.981964,103.87995,5
"388",387,208,0.09255665,193778013,81108,360,2,6,81108,0.0015499888,2.5448077,0.0077349776,8.000017,70.388824,932.5507,601650,6.468312,214.3472,200.16054,4.680001,744.65424,-42.082504,-200.30612,44.00864,48.46977,5.2794485,81108,0.09100666,3.0188253,0.07020524,9.002584,70.677734,1312.316,14420,7.8576326,238.94421,224.75755,5.400001,-87.28514,46.69931,-49.22739,-27.02376,-7.8312216,9.654912,1
"389",388,208,0.06880197,193815451,81310,360,2,6,81310,0.019453645,8.504347,0.026493292,22.999983,96.608765,10414.645,535357,55.16189,388.08643,373.89975,4.680001,680.9859,-44.847923,-242.25998,21.241274,-0.72893435,-6.902718,81310,0.04934833,1.1889592,0.040998593,4,81.5541,203.56186,4125,1.1482953,104.76654,90.57988,3.6000004,-35.392487,38.461227,-31.707565,-2.0222948,-12.686098,-4.3758926,1
"390",389,208,0.030192763,222000979,81509,360,2,6,81509,0.019462166,11.419805,0.027254904,29.00008,98.711105,18779.316,964914,98.51171,430.5335,416.34686,4.680001,939.9042,-7.410415,-249.23915,14.246396,-8.21831,16.411438,81509,0.010730596,2.4705663,0.019607669,6.9999967,79.75964,878.93243,81909,5.2105217,210.08368,195.89702,5.400001,-264.98157,42.3023,72.61413,-61.02109,2.5681202,4.727975,6
"391",390,208,0.020022292,193398726,81674,360,2,6,81674,0.011117286,13.01705,0.034898255,58.840477,63.378407,24399.875,2194769,169.44109,449.1628,434.97614,8.640001,1294.5898,459.97003,387.7958,235.78464,242.31474,134.67365,81674,0.008905005,7.7496505,0.029134024,35.504906,63.952866,8648.22,971164,60.22295,374.5892,360.40253,8.640001,-965.90936,-89.40488,-74.72467,-82.875656,-52.617,-79.50187,5
"392",391,208,0.022718463,193762374,81894,360,2,6,81894,0.005809139,4.4317966,0.01425015,14.988496,88.85652,2828.278,486867,15.98832,294.23117,280.04453,4.3200006,669.83344,15.068987,-182.7058,24.57177,31.155214,13.381459,81894,0.016909324,0.9063078,0.025175218,3.9999993,62.528908,118.28072,6995,0.8147729,65.67708,51.490417,5.040001,-58.414867,41.459152,-32.71048,-22.834343,-3.1987116,11.997767,1
"393",392,208,0.096732005,193672657,82078,360,2,6,82078,0.010657671,5.813203,0.019507391,15.0224085,101.836655,4866.2393,456595,25.415644,333.30222,319.11557,4.3200006,649.30084,57.913963,-162.75597,15.768378,-1.8297391,6.459891,82078,0.08607434,1.0628855,0.04251542,3.9709675,58.20559,162.6805,1890,1.0990559,88.62545,74.43879,5.400001,-12.138919,20.72903,-24.316925,-18.826992,1.6880591,14.200533,1
"394",393,208,0.116886646,193374094,82274,360,2,6,82274,0.030965485,11.8380785,0.032433093,33,92.94075,20180.176,651699,107.915955,435.71353,421.52686,4.680001,734.26324,59.402172,-297.36084,-10.931073,-7.380817,15.822152,82274,0.08592116,3.2911148,0.045709927,8.9989605,79.49204,1559.7268,18153,8.797569,251.37985,237.19319,5.760001,-99.2522,-0.09878718,69.84167,-38.283394,-4.370156,19.485552,1
"395",394,208,0.019077227,193802206,82435,360,2,6,82435,0.010193302,13.108094,0.03352454,53.24109,63.66915,24742.387,2427318,171.88356,450.147,435.96036,8.640001,1337.3055,522.8168,460.92447,226.28596,234.43149,149.12126,82435,0.008883924,7.024012,0.029637182,28.346321,63.852917,7104.4917,799702,49.59445,360.28503,346.09836,9.000001,-880.51886,-72.85802,-40.66981,-64.7538,-36.56136,-69.224785,5
"396",395,208,0.06552748,193122742,82647,360,2,6,82647,0.006012966,5.0202227,0.01455137,15.997172,67.69646,3629.1797,603559,24.551632,312.18356,297.9969,4.680001,737.86536,1.8719648,-208.89764,26.363691,103.73072,19.69134,82647,0.05951451,1.5855834,0.045302384,5.235131,70.51112,362.02676,6083,2.198646,146.22041,132.03375,5.760001,-56.339493,32.489407,-16.739307,-25.032917,15.271449,18.740473,1
"397",396,208,0.3117578,193627937,82829,360,2,6,82829,0.04692248,11.052914,0.036720645,30.871557,99.62869,17592.035,374917,90.67668,425.8312,411.64456,4.3200006,544.381,50.948933,-240.0058,21.245218,-15.478417,9.205955,82829,0.26483533,1.900058,0.08636627,7.067189,60.846397,519.87177,1963,3.256687,172.27463,158.08795,6.4800014,-6.9023266,13.099025,5.9352217,-12.355337,23.049524,22.466423,1
"398",397,208,0.040467627,238387971,83005,360,2,6,83005,0.020562118,9.761118,0.025619732,27.999826,89.17882,13720.237,667258,75.40131,407.93387,393.7472,4.680001,751.52686,-32.2907,-287.03143,69.73133,16.062239,-13.964494,83005,0.019905508,1.422869,0.02155862,5.004472,77.265,291.53607,14646,1.7321802,130.6285,116.44183,4.680001,-104.27766,4.802715,38.69415,-44.223526,1.5398258,-1.4966496,1
"399",398,208,0.03925737,193326197,83167,360,2,6,83167,0.023496976,18.815401,0.04645778,60.65847,66.90806,50978.78,2169589,356.3682,491.90442,477.71774,12.959997,1385.0511,408.16943,18.407312,-85.24238,-100.24779,-126.43984,83167,0.015760394,10.409161,0.03614292,36.705986,65.24943,15602.491,989981,108.94563,411.62723,397.44055,12.5999975,-966.63007,1.2573398,187.87262,-19.66801,2.8125947,65.66977,5
"400",399,208,0.06914002,193478740,83400,360,2,6,83400,0.0023619651,3.1596785,0.009812666,13.999975,80.98958,1437.6337,608660,8.805451,245.51097,231.32431,4.680001,763.1289,-38.84573,-144.09259,33.278904,34.08024,17.777948,83400,0.06677805,2.2869236,0.054450564,7.000009,75.75648,753.12286,11278,4.381187,198.96115,184.77449,5.400001,-69.33225,48.890915,-48.360603,-29.282974,-4.48406,10.547201,1
"401",400,208,0.023534695,193936907,83606,360,2,6,83606,0.009939592,5.9723864,0.018781088,15.871404,102.643135,5136.3936,516761,26.761196,337.19235,323.0057,4.3200006,688.676,12.1102915,-192.39133,8.069102,-4.749213,10.068817,83606,0.013595102,0.6232211,0.020774037,2.0272572,65.22951,55.930252,4114,0.37656608,11.752291,-2.4343724,5.040001,-41.061638,35.7264,-22.806143,-18.924135,-6.02165,13.458553,1
"402",401,208,0.028974235,193504544,83804,360,2,6,83804,0.0105828075,6.481716,0.019406335,15.094695,102.0697,6049.821,571665,31.568476,348.97714,334.7905,4.3200006,723.6553,6.1394715,-203.63435,0.72442377,-10.505351,17.965805,83804,0.018391427,0.84412086,0.024827084,3.000027,65.99136,102.60577,5579,0.6768356,55.44108,41.254417,5.400001,-47.536255,38.154095,-28.24218,-21.889383,3.471396,21.728964,1
"403",402,208,0.09451174,193905543,84002,360,2,6,84002,0.014803605,7.123178,0.021520175,21.99242,98.090706,7306.5117,493563,38.60787,362.56622,348.37958,4.3200006,652.9918,-26.618471,-240.3847,33.797657,14.141971,-4.7377205,84002,0.07970814,1.6428652,0.049783792,4.999982,79.23795,388.6569,4876,2.1996055,151.33087,137.14421,5.040001,-58.36632,18.632833,-2.0252573,-17.160679,9.06054,18.784294,1
"404",403,208,0.08581896,193097116,84194,360,2,6,84194,0.008262321,5.720491,0.017932573,18.008919,99.38924,4712.258,570331,24.989037,330.98712,316.80045,4.3200006,735.31885,58.234463,-146.16893,1.5265574,-9.641754,8.551249,84194,0.07755664,1.8825269,0.052292414,4.4115453,75.75454,510.3227,6580,2.9571588,170.93982,156.75316,6.1200013,-67.8743,22.39636,10.841042,-20.804117,6.3879714,19.235783,1
"405",404,208,0.023849458,218058912,84395,360,2,6,84395,0.010883171,8.1097975,0.020325307,21.228426,97.052826,9470.71,870216,50.55173,381.24576,367.0591,4.680001,882.6032,148.43134,-240.01256,-37.82742,-3.005675,26.05738,84395,0.012966285,2.6467197,0.020359382,8.021519,97.39668,1008.7381,77797,5.3594127,220.0015,205.81483,4.680001,-261.5156,10.87613,76.852486,-48.3903,-1.5925657,-5.395737,6
"406",405,208,0.027215049,193358518,84553,360,2,6,84553,0.013575332,14.78777,0.037062082,56.074196,63.148895,31489.652,2319623,217.27109,467.73523,453.54855,7.920002,1319.7466,488.06558,384.4312,290.1546,233.5065,147.28082,84553,0.0136397155,9.294963,0.034425788,37.727898,64.355484,12441.071,912121,84.589424,400.88477,386.69812,7.920002,-935.2449,-89.5405,-96.84193,-59.6976,-46.67513,-43.11412,5
"407",406,208,0.19903949,193885062,84814,360,2,6,84814,0.038754854,10.850407,0.03433673,26.000101,102.26701,16953.31,437450,86.70524,423.16843,408.98175,4.3200006,596.4048,-26.987452,-252.7329,-3.728262,-6.9823227,11.541161,84814,0.16028464,3.227253,0.056618474,11.990555,66.20294,1499.7833,9357,9.1420145,248.55817,234.3715,6.4800014,-14.063418,61.203125,8.9052305,-44.10564,33.3018,27.928364,1
"408",407,208,0.10758769,193308946,85012,360,2,6,85012,0.005010576,4.9348054,0.012851056,15.600238,73.33116,3506.732,699866,22.486835,309.71237,295.5257,4.680001,783.2454,22.30052,-271.78146,58.251156,66.25997,27.198391,85012,0.10257711,4.7741036,0.07826399,16.038197,56.713936,3282.0574,31996,22.931616,301.4007,287.21405,10.799999,-142.23976,-45.443287,16.458767,-49.57863,-58.618862,-15.861666,1
"409",408,208,0.028532436,193801983,85166,360,2,6,85166,0.0135365715,14.787513,0.036155287,64.77256,62.664913,31488.557,2326184,218.63223,467.68243,453.49576,8.280002,1352.2101,447.6412,351.33392,251.78325,224.79976,168.74742,85166,0.014995865,8.397645,0.03455821,37.63918,62.310635,10154.944,677183,70.5036,386.25043,372.06378,8.280002,-806.0476,-83.863365,-31.82475,-57.2477,-50.21994,-58.906208,5
"410",409,208,0.024812736,193377534,85401,360,2,6,85401,0.009109854,5.700359,0.018096378,16.027582,106.67186,4679.149,513636,24.004066,330.47946,316.2928,3.9600005,699.1954,-13.370147,-139.84995,7.50364,-10.239491,13.593625,85401,0.01570288,1.0262473,0.023866216,3.0001142,73.103516,151.65843,9658,0.938647,83.57412,69.38746,5.040001,-77.53767,42.038933,-20.616194,-32.43788,-0.28674868,15.800437,1
"411",410,208,0.040054902,193303750,85606,360,2,6,85606,0.008647999,5.635027,0.017609458,13.021786,106.89228,4572.5083,528736,23.453588,328.81955,314.63287,4.3200006,696.4832,-81.735916,-171.17744,55.36782,-4.580161,2.3449588,85606,0.031406906,0.793789,0.022679687,2.4525292,68.13883,90.73455,2889,0.57442284,46.588253,32.40159,5.400001,-2.720728,34.384865,-29.939053,-16.352018,16.554071,13.067949,1
"412",411,208,0.10320954,193526113,85810,360,2,6,85810,0.009297515,6.2093754,0.018702937,18.00046,98.33765,5552.1133,597161,29.531548,342.79596,328.60928,4.3200006,749.0085,4.2097025,-174.0222,-11.29455,-9.630485,8.576601,85810,0.09391203,1.6749991,0.055833302,4.9932623,74.841385,404.00955,4302,2.3440304,154.12027,139.93361,5.760001,-43.852997,32.976654,-5.8594975,-18.928467,7.7106805,20.865515,1
"413",412,208,0.014199422,234365942,86016,360,2,6,86016,0.005122697,4.6135187,0.014327697,12.000158,100.98541,3064.976,598313,16.259846,300.01794,285.83127,4.3200006,751.9508,68.778915,-156.94801,-19.348131,-4.5595427,7.7337418,86016,0.009076725,0.7196809,0.020562312,2.003979,67.28132,74.58345,8217,0.49861524,32.474846,18.288183,5.040001,-81.687515,22.05144,-11.253799,-25.37743,-11.520756,8.939313,1
"414",413,208,0.04052766,193581441,86225,360,2,6,86225,0.0060062646,4.799929,0.015335237,11.002547,107.94548,3317.6624,552367,17.033028,305.72183,291.53516,3.9600005,731.7808,-40.379765,-108.22284,7.4541335,-10.322613,6.425575,86225,0.034521397,1.3627045,0.035860647,3.999977,80.90699,267.40274,7746,1.5272372,124.40713,110.22047,5.400001,-77.9544,27.665537,-2.7907622,-17.032383,5.1112757,17.672342,1
"415",414,208,0.047973208,193352124,86432,360,2,6,86432,0.021878358,15.47148,0.031255517,51.993168,71.08156,34468.805,1575475,214.93184,474.25903,460.07236,6.4800014,1101.6034,487.091,-50.71822,-210.36276,-200.90509,55.05358,86432,0.026094848,10.167863,0.036575045,33.01638,68.91786,14887.502,570515,94.151,413.81265,399.626,6.8400016,-719.23865,-34.972317,176.63101,50.498974,47.358356,-33.297474,6
"416",415,208,0.017015494,193387825,86591,360,2,6,86591,0.009764737,12.160148,0.036190916,43.64755,64.13336,21293.162,2180618,147.30516,439.27875,425.09207,8.640001,1276.5339,411.61035,404.05936,324.49518,271.32687,134.84529,86591,0.0072507574,6.570902,0.025869692,28.727139,65.43452,6217.452,857490,42.85633,350.9156,336.7289,8.280002,-911.5844,-27.363585,-87.78917,-61.160233,-74.20018,-50.83833,5
"417",416,208,0.31749743,193849829,86884,360,2,6,86884,0.09323667,17.184011,0.053868376,44.98874,84.670204,42521.797,456063,232.3402,489.37628,475.18964,5.040001,564.8084,-5.0134068,-306.63382,-16.283134,12.0443,-8.545523,86884,0.22426075,4.2616906,0.0747665,10.742868,54.85183,2615.3289,11662,17.576067,288.56424,274.3776,8.280002,10.635403,59.20155,32.584625,-21.707083,42.91746,45.31966,1
"418",417,208,0.012983815,193128091,87069,360,2,6,87069,0.012342099,15.005706,0.035390817,54.233948,67.552185,32424.656,2627159,226.64644,461.61023,447.42358,10.799999,1385.6304,730.28735,250.90411,-33.108833,-174.47028,-216.68854,87069,0.00064171565,2.2276626,0.0090925,7.382065,75.37434,714.5972,1113573,4.956743,191.77856,177.5919,9.72,-1031.6089,-185.52924,-85.338356,-54.560783,1.0753002,62.9325,5
"419",418,208,0.027875092,193027734,87225,360,2,6,87225,0.008565877,11.105056,0.028114066,35.92453,70.50811,17758.406,2073157,124.15895,415.86777,401.6811,11.519999,1303.3357,561.28894,-14.55805,-154.05779,-96.86729,-91.32425,87225,0.019309215,7.689144,0.036614973,29.08439,64.130554,8513.703,440914,57.221012,373.5758,359.38913,6.8400016,-641.7896,-52.127464,-63.995487,-63.335835,-76.03123,-62.46212,5
"420",419,208,0.14191797,232454754,87488,360,2,6,87488,0.03704494,11.295607,0.035859067,32.000927,90.94803,18373.066,495967,98.91206,428.95886,414.7722,4.680001,651.5219,0.26033068,-229.24931,-18.217323,-9.668356,11.506293,87488,0.10487304,2.417236,0.053716358,8.966407,65.4533,841.39636,8023,5.2389383,206.9412,192.75453,6.8400016,-45.653942,51.968376,12.3226385,-26.364477,20.447605,33.638844,1
"421",420,208,0.020392232,193646797,87694,360,2,6,87694,0.01516368,9.77904,0.024694547,26.999952,87.62967,13770.668,908135,76.82878,408.19803,394.01135,5.040001,910.34766,-40.15003,-250.8951,31.97471,3.923891,-5.7754774,87694,0.005228553,1.5463595,0.013931167,4.9307437,73.863754,344.33682,65857,2.1933937,142.61337,128.4267,6.1200013,-226.27641,68.58414,63.089256,-71.2971,1.6434654,23.272911,6
"422",421,208,0.022880945,193492667,87865,360,2,6,87865,0.011253115,14.357615,0.035984,57.897953,64.62578,29684.322,2637876,202.7539,463.48566,449.29898,7.920002,1469.2412,243.42409,491.19745,247.91434,270.5802,119.65164,87865,0.011627831,8.84287,0.03215589,38.530533,64.21335,11260.274,968390,77.22197,393.70618,379.5195,7.560002,-958.60547,61.39908,-155.38824,-38.586662,-65.50114,-67.15959,5
"423",422,208,0.3001006,193245073,88107,360,2,6,88107,0.054648284,13.597522,0.04222833,38.98471,84.83626,26624.535,487198,146.97278,455.66708,441.4804,5.040001,611.8606,-57.51058,-286.37607,19.355,14.015912,-17.620813,88107,0.2454523,4.5840425,0.09355189,14.106316,53.007393,3025.936,12328,20.73785,298.84406,284.6574,9.000001,0.7597027,45.862087,56.835487,-3.048345,42.622715,46.28061,1
"424",423,208,0.3364098,193591709,88308,360,2,6,88308,0.019891039,8.022026,0.025147418,20.958443,101.19099,9266.817,465879,48.072704,379.67877,365.4921,4.3200006,624.1927,63.589287,-249.53336,-24.578644,-2.5961788,8.614228,88308,0.31651878,3.2801585,0.11310892,12.835294,51.971584,1549.3594,4895,10.828916,247.21268,233.02602,11.879998,-34.904858,-6.4868875,8.360752,-38.495453,-23.088793,-0.5630621,1
"425",424,208,0.025525587,194031997,88487,360,2,6,88487,0.020187153,18.544788,0.043227945,56.34726,69.81423,49522.92,2453190,345.85608,486.6054,472.41876,11.159999,1362.2847,635.5196,169.61414,-57.99,-197.75581,-269.67014,88487,0.005338434,6.2836432,0.021894228,25.281202,82.9953,5685.7207,1065054,39.68771,320.23874,306.05206,11.159999,-1008.12476,-140.13826,76.13945,31.138803,68.95143,109.05371,5
"426",425,208,0.020079862,193339025,88714,360,2,6,88714,0.0049175997,4.471133,0.014016092,13.073304,103.58411,2878.7087,585389,15.100603,295.5037,281.31705,4.3200006,748.16235,-72.236084,-130.04478,21.361893,10.391019,8.329751,88714,0.015162262,1.1189481,0.02432496,3.9435341,84.83598,180.29446,11891,1.023262,96.02728,81.84062,5.400001,-98.44987,31.735668,-8.922337,-23.446602,5.003018,18.889015,1
"427",426,208,0.0635937,193609194,88929,360,2,6,88929,0.009133216,5.9198475,0.018615874,16.000004,106.224625,5046.4214,552535,25.93393,335.91998,321.73334,4.3200006,719.8643,-65.552666,-157.14912,16.850845,2.3876262,1.0880336,88929,0.05446048,1.9121758,0.04345854,5.982814,79.457504,526.5239,9668,3.0029054,173.19006,159.0034,5.400001,-85.83594,29.275925,1.202024,-18.92744,8.800858,21.896204,1
"428",427,208,0.019063208,228458474,89124,360,2,6,89124,0.011804081,14.788676,0.03943647,60.082558,63.484543,31493.512,2668019,218.88315,466.5556,452.36896,9.360001,1397.8683,531.06116,473.949,279.34445,294.63797,104.837715,89124,0.007259127,7.81278,0.027033841,32.953785,64.58942,8789.692,1210847,61.32902,375.6161,361.42944,9.000001,-1084.6888,-90.220085,-47.716267,-84.63732,-55.183704,-69.87557,5
"429",428,208,0.20941824,193553146,89366,360,2,6,89366,0.07156874,14.539658,0.04690212,37.994545,84.77925,30441.836,425351,167.15456,465.31396,451.12732,4.680001,558.26697,-78.62652,-276.49698,16.793718,5.538748,-17.377035,89366,0.1378495,4.161066,0.09456968,13.115784,58.43452,2493.2837,18087,17.399548,278.13342,263.94675,10.799999,40.182365,59.24878,85.53387,27.073126,31.383335,37.878292,1
"430",429,208,0.06604543,193357175,89562,360,2,6,89562,0.043194093,21.081394,0.04191132,68.983765,68.34662,63997.23,1481620,400.05826,518.8115,504.62488,6.4800014,1039.4443,443.57495,-25.302135,-240.82884,-281.8998,48.097725,89562,0.022851339,9.381392,0.03636198,30.734863,61.909485,12673.513,554607,87.78112,400.95377,386.7671,10.799999,-636.02167,59.1413,359.71387,36.34686,-38.359894,41.53791,6
"431",430,208,0.018630194,193666400,89719,360,2,6,89719,0.007779927,12.691607,0.03043551,49.375298,66.30208,23195.074,2981400,157.76477,445.7354,431.54874,7.560002,1557.5892,295.78592,525.32654,284.46875,277.579,103.39932,89719,0.010850267,7.5523386,0.03241347,20.444927,69.9384,8213.445,756981,57.331165,360.56848,346.38184,11.879998,-854.2209,56.687862,40.583115,-65.830185,44.69581,88.78251,5
"432",431,208,0.25169843,193326398,89996,360,2,6,89996,0.024656422,9.285753,0.02976203,22,98.30013,12416.432,503578,65.00713,400.74457,386.55792,4.680001,661.6779,-56.404205,-222.03737,28.207907,6.7103796,-4.6039815,89996,0.22704202,3.366479,0.07318433,8.815862,65.20918,1631.978,7188,9.905982,254.64014,240.45348,6.8400016,-19.167738,46.293503,7.3446045,-31.945583,30.736925,32.036057,1
"433",432,208,0.040386293,193144711,90211,360,2,6,90211,0.022475502,13.87198,0.030421007,39,93.397064,27710.182,1232906,148.69443,458.54468,444.358,4.3200006,1090.1755,50.43717,-62.180813,-99.43072,10.5886135,-17.441006,90211,0.017910792,6.529959,0.029151604,18.833633,65.910774,6140.2134,342822,40.651775,349.968,335.7813,8.640001,-487.82098,190.79941,206.96971,-111.544235,0.23278707,83.84146,6
"434",433,208,0.016311998,193459363,90374,360,2,6,90374,0.0072385957,12.307922,0.030019322,46.678493,65.11096,21813.834,3013545,151.11235,440.97647,426.7898,8.640001,1555.0826,444.05234,417.06943,319.73907,274.52283,157.23947,90374,0.009073402,7.417048,0.029907452,30.212473,64.314606,7921.815,873081,54.841618,368.28796,354.1013,8.640001,-916.2398,-57.96882,-101.90051,-59.387543,-60.930256,-68.414055,5
"435",434,208,0.17159164,229372004,90631,360,2,6,90631,0.038358785,12.242539,0.036220532,34.99895,84.183426,21582.686,562653,120.494835,440.55127,426.3646,4.680001,686.91656,-103.29683,-241.0843,4.626512,10.063441,-17.361834,90631,0.13323285,3.3492484,0.06202312,10.956025,62.661278,1615.3151,12124,10.229694,253.9012,239.71454,6.8400016,-50.74027,70.96175,4.1160884,-19.01182,25.650368,43.153305,1
"436",435,208,0.115828164,194323866,90834,360,2,6,90834,0.012386774,6.4971538,0.020560613,19.011616,100.03899,6078.673,490739,31.927301,349.3197,335.13303,3.9600005,668.44965,-70.637314,-179.50237,14.8052025,-16.191465,11.96381,90834,0.10344139,2.2905843,0.04321857,7.980342,78.2513,755.5359,7304,4.275497,199.19147,185.0048,5.400001,27.303192,62.625225,-21.315872,-24.73605,15.8321905,23.752554,1
"437",436,208,0.03515163,193237297,91002,360,2,6,91002,0.018032093,16.576136,0.04113185,66.45479,62.631516,39566.63,2194234,271.34262,484.18256,469.9959,7.920002,1325.7701,372.04105,392.8293,193.35394,238.9136,99.028534,91002,0.017119538,10.4815035,0.036394108,47.549465,62.963005,15820.114,924097,108.333374,418.18646,403.99982,7.560002,-942.0706,-23.896605,-98.637535,-44.035618,-51.251232,-76.89967,5
"438",437,208,0.1656053,193756716,91224,360,2,6,91224,0.018314637,8.478942,0.025538981,23.995888,99.71289,10352.514,565259,54.117367,387.6556,373.46893,4.3200006,716.78455,-76.75015,-186.62216,19.996048,-1.7099669,2.309466,91224,0.14729068,3.2173376,0.06702787,9.303865,55.823982,1490.5817,10120,10.127873,247.9675,233.78084,9.000001,-68.76569,30.579475,45.322407,-3.1852462,11.377843,27.78256,1
"439",438,208,0.021557689,193952507,91426,360,2,6,91426,0.0032064149,3.459568,0.011380158,11,89.99246,1723.4801,537510,9.801241,258.56796,244.3813,4.3200006,719.01587,-51.04943,-123.03614,30.41852,10.859673,3.9709296,91426,0.018351274,0.85117155,0.026599111,3.0006387,70.76481,104.32699,5685,0.6561701,56.638866,42.452206,5.040001,-54.75596,38.06058,-25.761189,-18.644867,-2.098795,10.870836,1
"440",439,208,0.050693166,193370654,91630,360,2,6,91630,0.017673228,8.215103,0.025592221,18.000841,108.26959,9718.261,549886,49.102978,383.10358,368.9169,4.3200006,713.48804,15.740695,-174.9619,-13.396085,-3.6805375,7.0792284,91630,0.033019938,1.3042183,0.034321535,3.0657983,88.56459,244.9419,7418,1.3381102,118.09022,103.90356,5.040001,-70.49675,37.233295,-4.0961356,-22.154139,-6.0368013,16.520264,1
"441",440,208,0.12276033,193692197,91844,360,2,6,91844,0.00914345,6.4065685,0.018569764,17.000113,99.773315,5910.3535,646403,31.233912,347.29788,333.11124,4.3200006,777.7121,-27.459867,-186.29059,-6.918268,-5.406279,11.010858,91844,0.113616884,2.667444,0.060623728,7.252644,75.52425,1024.597,9018,5.8872538,221.12463,206.93797,6.1200013,-71.62349,37.727535,7.232661,-26.599295,12.472968,22.906334,1
"442",441,208,0.020540865,193669592,92054,360,2,6,92054,0.00293036,3.4699721,0.0106768375,9.324106,105.76141,1733.8617,591689,9.080312,259.00037,244.8137,4.3200006,748.5494,-46.97404,-162.75053,15.621834,18.541677,18.625315,92054,0.017610505,0.9517565,0.02643768,3,73.31384,130.44101,7407,0.8029956,72.72302,58.536358,3.9600005,-61.548176,48.62249,-25.930428,-12.549467,-17.047798,-1.9314667,1
"443",442,208,0.020661004,230579917,92266,360,2,6,92266,0.014993428,15.164389,0.031791173,64.85101,65.70874,33114.05,2208571,231.5162,465.29248,451.1058,10.08,1343.5645,373.60712,-78.18893,-225.69847,-381.2639,-168.20912,92266,0.0056675747,7.120954,0.022463577,33.389908,73.95451,7301.95,1288373,50.91108,348.15726,333.97058,10.799999,-1101.286,59.49197,181.19495,94.10847,136.78494,65.59439,6
"444",443,208,0.016053867,193843926,92446,360,2,6,92446,0.007681149,12.404334,0.033799276,48.190247,65.34913,22156.92,2884584,154.40096,440.34863,426.16196,9.360001,1473.8004,515.5635,487.4427,322.5754,246.31532,149.02075,92446,0.008372717,7.389374,0.028977936,34.176357,64.15109,7862.81,939099,54.785564,367.65457,353.4679,9.000001,-955.04297,-30.95612,-76.17628,-84.198166,-49.247482,-53.413757,5
"445",444,208,0.2896965,193524613,92723,360,2,6,92723,0.13017221,20.570171,0.065719396,53.777306,73.97179,60931.008,468080,352.50388,515.2765,501.08984,6.1200013,493.53595,-63.395096,-396.2472,10.75712,8.15238,-48.562637,92723,0.15952429,4.9841223,0.07438988,14.744984,54.846123,3577.1726,22424,24.799986,309.66425,295.47757,9.72,58.451553,74.40151,53.803684,-21.30367,55.91671,58.47476,1
