Id.Latido,Registro,Error,Time,Type,C1_BIC,C2_BIC,RR1,RR2
2847,100,0.280037,2940.719014,1,447.1409,235.24347,277,22
2849,208,0.041436,6639.25066,1,282.6918,69.254425,220,0
2850,219,0.02735,4276.312161,1,295.2008,109.10099,425,0
2851,113,0.153591,5304.017695,1,404.74017,393.98126,325,93
2852,233,0.044988,5456.131165,1,324.28088,328.86792,210,0
2853,230,0.087881,2571.324955,1,477.72137,399.4046,271,0
2854,230,0.15534,6386.50139,1,474.67236,411.67215,313,0
2855,209,0.090791,8856.58263,1,484.84567,477.01044,232,0
2856,121,0.006284,6029.113409,1,339.18625,307.824,380,0
2857,234,0.109493,346.345766,1,194.69853,250.48671,246,0
2860,210,0.07786,632.987847,1,455.83374,329.1908,345,0
2861,233,0.052108,8965.922565,1,368.97726,212.29837,215,47
2862,213,0.02606,208.962971,1,489.4613,415.15598,203,0
2864,101,0.249556,7365.133527,1,450.0293,428.1849,376,0
2868,230,0.092249,8828.366007,1,344.7343,225.86368,333,0
2869,108,0.049683,9380.032416,1,474.43924,475.49615,351,6
2871,228,0.133923,1755.353155,1,280.84384,491.55566,325,0
2872,230,0.090518,657.376633,1,430.50076,556.14264,285,7
2873,101,0.147224,714.308102,1,476.5557,441.45837,359,0
2874,205,0.247501,8264.555388,1,335.94492,136.55286,232,0
2875,215,0.049869,8679.842866,1,345.40973,304.55408,201,0
2877,200,0.050238,7387.483091,1,373.89404,218.44604,248,0
2880,219,0.049195,9364.553675,1,402.2913,239.01074,288,21
2881,234,0.159159,5292.48586,1,411.22772,412.88077,244,0
2882,119,0.028207,9471.489041,1,523.9387,335.6306,342,137
2883,230,0.072943,162.485499,1,386.73193,331.15768,278,0
2884,230,0.090023,9908.8956,1,476.65768,429.2804,294,19
2885,208,0.261264,5192.33045,1,445.34213,436.71375,259,0
2886,105,0.04205,4827.19832,1,341.76962,251.98582,247,14
2889,105,0.093906,5596.745644,1,438.54773,250.44644,253,6
2890,215,0.014722,9728.427003,1,457.68372,331.43887,214,0
2892,215,0.139345,7575.618387,1,305.99332,86.94824,202,0
2893,208,0.150923,1532.194458,1,312.9973,352.19308,206,18
2894,221,0.049328,6583.371423,1,402.9197,239.20052,400,0
2895,221,0.02611,3356.503691,1,344.73105,238.90404,479,0
2897,212,0.320023,6738.844904,1,347.0339,163.8104,236,9
2898,101,0.142495,3976.056906,1,370.40536,366.30273,367,0
2899,213,0.052286,5220.928302,1,386.01086,5.215064,195,3
2901,221,0.072489,8859.405269,1,524.828,442.6316,241,113
2902,223,0.011458,6194.619103,1,312.79855,278.36026,321,0
2903,213,0.014833,6818.173318,1,415.04633,239.10683,200,0
2904,222,0.128192,5913.349566,1,374.3048,423.6295,278,0
2906,219,0.05564,7572.387789,1,406.74234,384.27985,230,75
2908,219,0.084537,7259.107306,1,396.9631,422.71204,326,0
2910,112,0.306649,5413.390292,1,456.59073,470.49945,274,0
2911,201,0.23697,3664.673905,1,361.27527,351.16544,256,0
2912,228,0.053841,6867.76312,1,456.7282,513.5064,298,26
2913,116,0.051957,8613.074317,1,341.33765,494.61813,256,4
2914,234,0.077345,2384.589302,1,515.7851,353.93195,234,15
2916,205,0.14671,4501.786791,1,486.43176,238.2052,269,0
2918,213,0.05097,2520.452137,1,310.0299,216.88263,191,24
2919,106,0.289071,6871.735982,1,516.8161,417.23276,498,0
2921,210,0.049491,6988.599882,1,580.8752,335.65524,249,86
2922,106,0.216472,3434.722791,1,424.88354,176.31992,361,8
2923,122,0.10379,8594.975704,1,537.48486,256.0603,261,14
2924,234,0.085129,7508.194452,1,433.08838,317.8398,230,3
2925,114,0.432887,2149.622255,1,475.83835,273.13455,347,3
2926,119,0.021942,5714.308104,1,391.44318,409.82132,320,151
2929,208,0.083138,497.106798,1,390.91272,315.2712,165,95
2930,219,0.048768,3670.122241,1,372.9819,267.16962,267,29
2934,208,0.091584,6360.486273,1,451.97403,416.16248,310,0
2936,114,0.146125,2876.846312,1,245.11116,281.04343,389,21
2940,205,0.096759,6770.93064,1,386.68472,381.40662,273,0
2941,101,0.21233,3678.529582,1,330.69012,201.67184,357,12
2942,106,0.361754,8627.152139,1,358.50702,169.57326,397,0
2943,119,0.032251,1228.096632,1,549.4967,288.3212,480,0
2944,230,0.078102,8622.21668,1,403.43936,344.93433,258,6
2945,105,0.133777,3656.531899,1,435.26385,449.29327,271,0
2947,201,0.028478,1648.147062,1,400.61234,328.7271,260,42
2948,222,0.312998,6548.811334,1,300.0764,296.82632,278,0
2949,200,0.13317,2080.695773,1,445.5313,357.8661,228,41
2950,200,0.062734,4970.31213,1,390.40875,94.88955,227,14
2951,115,0.059686,4532.785384,1,328.6468,390.05884,381,40
2955,101,0.077162,361.72377,1,452.25305,267.54813,370,0
2957,213,0.060352,141.208206,1,341.24103,53.708668,201,0
2958,113,0.106465,9021.598642,1,541.1515,392.4806,345,63
2959,112,0.275958,9117.905063,1,309.77005,315.99112,252,0
2960,116,0.030187,3681.167164,1,404.27585,292.23285,275,0
2961,209,0.092637,9503.671131,1,479.06644,317.84763,225,4
2963,213,0.034072,3789.058206,1,370.94824,234.50662,211,0
2965,101,0.371233,7842.527139,1,499.6395,408.12674,359,0
2966,230,0.103702,5624.825026,1,463.72296,147.06648,259,0
2967,205,0.160684,9267.358834,1,421.40558,512.92737,235,0
2969,123,0.032041,4552.235709,1,329.07834,269.87396,414,7
2970,203,0.133722,6400.656901,1,368.25098,359.87112,149,112
2971,116,0.117344,1.409135,1,480.96936,311.65036,267,0
2973,228,0.099209,1711.340418,1,522.7019,245.43588,305,0
2974,233,0.084771,7593.814493,1,332.5523,521.5799,282,0
2976,212,0.301824,6675.578919,1,519.7487,412.40573,242,0
2978,213,0.024284,8143.6437,1,304.94772,339.91,184,34
2979,209,0.03404,7958.808712,1,424.03925,471.56866,218,7
2980,115,0.035912,6576.084687,1,201.79446,150.15813,324,9
2981,205,0.139831,3322.413342,1,438.29535,233.25958,230,12
2982,210,0.06861,4850.429084,1,345.81885,248.1663,263,63
2983,122,0.11668,590.017196,1,444.9727,213.49054,254,0
2985,122,0.089302,9597.966761,1,392.70285,311.58777,246,0
2988,219,0.039844,2100.717102,1,418.88498,304.1245,267,0
2990,217,0.021506,6294.093494,1,431.4992,389.74197,255,22
2991,215,0.040182,2578.819409,1,366.60587,189.28702,180,0
2993,116,0.038081,1710.913209,1,389.33817,144.582,277,5
2994,219,0.041279,2161.418041,1,510.1419,312.78336,338,0
2995,108,0.086369,3971.666289,1,455.4357,403.6206,363,3
2997,233,0.048599,2566.113821,1,327.08844,521.6106,280,0
2998,201,0.012955,41.228528,1,482.5848,409.79178,425,14
2999,213,0.045924,6509.025009,1,210.10217,265.89948,196,0
3001,105,0.074532,9001.278192,1,510.69415,408.59985,270,64
3002,100,0.067805,6340.479286,1,413.40222,280.65756,292,4
3003,233,0.049894,6206.752171,1,311.25385,354.13232,212,0
3004,209,0.062957,5650.037577,1,475.8401,373.9683,235,4
3005,202,0.013239,9190.867719,1,339.87515,228.38383,403,4
3006,228,0.081749,7691.553963,1,294.66672,262.52676,317,6
3007,114,0.183381,2982.789786,1,361.39493,540.1576,392,194
3008,230,0.021601,8619.727928,1,399.8878,354.99295,266,0
3009,114,0.144768,6439.543112,1,365.97144,359.87262,338,0
3013,202,0.00867,4034.060807,1,380.59528,395.19702,232,0
3014,219,0.050547,3246.913148,1,279.55844,260.72958,310,0
3019,233,0.074312,3227.262081,1,440.0995,448.87997,220,53
3020,103,0.033281,1610.904275,1,376.79465,491.92,315,21
3021,101,0.167338,1596.58311,1,336.5,352.28534,305,5
3022,105,0.066452,612.352444,1,411.80133,205.11118,256,1
3024,104,0.15921,6334.648573,1,427.78116,298.7368,289,0
3025,117,0.058721,3514.960757,1,464.73056,453.1215,422,28
3029,113,0.116418,209.125653,1,406.21848,307.7263,368,0
3030,208,0.035194,680.22624,1,355.74927,303.06628,246,0
3032,114,0.21131,758.943972,1,298.95404,212.32742,348,0
3034,200,0.246113,5976.844415,1,401.5444,364.78055,250,0
3038,219,0.038984,3964.61832,1,418.4901,158.39989,275,0
3039,117,0.022263,2561.087228,1,415.79422,393.36325,421,0
3040,212,0.358519,6894.613851,1,282.93372,331.63705,227,12
3041,114,0.197605,9964.578778,1,474.0722,369.66016,308,0
3042,202,0.020785,5120.094449,1,374.26114,418.6862,188,51
3043,101,0.095348,287.429295,1,337.8075,312.90283,366,0
3044,230,0.098633,488.466772,1,305.58853,53.006973,260,0
3045,212,0.299421,9722.411421,1,482.31744,478.97482,229,0
3047,221,0.046933,8707.751873,1,384.0198,383.33005,324,0
3049,222,0.196276,7163.175195,1,325.9048,211.75716,173,0
3051,115,0.101801,632.95754,1,331.31067,365.78577,353,0
3052,215,0.044095,2739.522828,1,439.94025,316.1027,188,0
3054,123,0.017913,3590.737518,1,349.63068,206.79962,409,0
3055,230,0.132325,6313.276666,1,321.59665,317.73407,315,1
3056,228,0.144568,3578.2088,1,459.29132,491.7489,322,46
3058,112,0.111823,3185.664319,1,467.52103,533.62964,252,3
3061,105,0.119289,4447.634681,1,425.8542,185.65866,253,3
3062,101,0.142512,3780.316983,1,415.2697,342.72296,302,5
3064,122,0.163334,6758.866534,1,410.66293,168.96126,248,11
3066,105,0.259166,5070.174836,1,412.10147,328.74957,344,0
3067,203,0.112494,9398.43646,1,447.6675,294.00253,173,92
3068,203,0.359663,2130.739152,1,541.7149,345.9454,166,65
3069,115,0.095411,2189.178594,1,476.93927,487.4707,334,0
3070,223,0.016685,9835.246263,1,463.73126,299.7302,278,0
3071,223,0.006706,1266.615571,1,314.52994,260.04163,244,3
3072,219,0.042484,1675.910273,1,372.34857,201.98033,276,0
3074,221,0.045988,4302.464753,1,421.1662,418.31598,224,21
3075,215,0.035058,4929.787043,1,384.86118,188.22762,187,5
3077,230,0.11848,6731.156484,1,341.96857,180.12294,284,3
3078,210,0.038947,7172.230137,1,480.57553,443.6113,297,0
3081,220,0.068291,396.947368,1,377.4484,203.81862,340,5
3082,113,0.078033,851.410308,1,469.05893,296.01596,367,0
3085,223,0.017597,1783.373018,1,307.30414,262.34412,284,0
3086,119,0.0239,6267.51805,1,352.17056,170.9237,326,34
3087,215,0.023689,684.912227,1,407.0752,324.9015,212,0
3088,122,0.065467,7408.251206,1,339.8748,101.59678,268,0
3090,106,0.282729,8890.726456,1,434.7031,261.45688,379,0
3091,100,0.039067,8273.765869,1,577.5169,352.5008,307,0
3092,122,0.041874,5705.262395,1,356.1045,334.91754,300,0
3094,112,0.245534,7312.164472,1,420.7709,272.86258,255,7
3095,201,0.017931,1826.548482,1,410.83887,301.00546,438,0
3096,113,0.090098,4682.001281,1,191.81679,295.22455,362,0
3097,105,0.114468,2313.175781,1,290.88052,293.2432,268,0
3099,105,0.235361,6930.438927,1,422.06744,356.01178,253,0
3100,115,0.094232,2722.16562,1,507.2536,449.85135,377,0
3101,203,0.038835,7375.030467,1,447.57956,300.10565,295,0
3102,112,0.237958,4549.117277,1,476.7877,303.86752,255,0
3103,228,0.171871,7543.747755,1,398.2877,281.45172,322,14
3105,103,0.016301,5800.388075,1,439.37646,514.15924,306,15
3107,209,0.037675,7655.546673,1,353.4144,291.5062,219,10
3108,122,0.072119,843.260192,1,351.47195,128.43605,252,6
3109,100,0.055476,4889.669375,1,413.25888,305.47464,264,13
3110,117,0.016006,3413.605952,1,371.92593,317.3855,345,0
3111,210,0.117164,2258.34048,1,279.84543,286.94272,310,0
3113,220,0.069153,6229.577557,1,350.54437,307.7154,298,15
3114,106,0.323449,4020.684408,1,517.0473,231.42183,408,0
3116,122,0.127904,1909.062436,1,568.8972,312.04526,272,0
3117,210,0.068093,3562.162893,1,435.1246,339.48077,240,0
3118,115,0.088498,6012.64622,1,340.34653,215.81659,358,0
3119,112,0.292442,1984.847398,1,453.46487,313.31445,265,0
3120,103,0.023312,6115.904812,1,385.8887,351.4291,341,11
3122,215,0.019804,6877.110719,1,317.8135,302.10504,196,0
3124,123,0.018933,4393.674282,1,347.9241,57.435356,467,0
3125,115,0.078175,2091.908807,1,305.68546,326.97687,369,0
3127,119,0.024036,7787.291354,1,463.60452,308.07437,345,0
3128,121,0.019631,7460.869156,1,390.134,342.06796,366,0
3130,219,0.046642,616.325315,1,205.60895,343.44058,317,0
3132,210,0.11616,7603.705198,1,407.07745,439.58685,264,31
3134,112,0.35033,1546.048817,1,443.94098,289.1378,242,7
3135,209,0.034556,5435.582944,1,424.99118,331.05707,230,0
3136,114,0.215216,5676.48039,1,359.62396,102.93197,331,0
3137,209,0.057649,6335.362982,1,419.8575,425.633,217,37
3139,213,0.023352,1361.464081,1,399.9353,203.11864,202,5
3140,122,0.072395,5157.275362,1,447.46317,422.06296,242,12
3141,103,0.015894,2296.002731,1,461.66403,246.07536,299,32
3142,105,0.126085,8362.07199,1,362.66623,298.95258,259,0
3146,212,0.36556,1784.692525,1,437.42157,370.93414,258,3
3147,203,0.047465,8316.581233,1,360.7401,326.02966,288,0
3148,221,0.172877,8635.296555,1,464.67163,254.52174,226,0
3151,210,0.112396,3416.019922,1,368.2872,278.05762,227,55
3153,215,0.022993,7830.90608,1,399.6889,306.54642,193,6
3155,209,0.058847,8231.570398,1,346.61688,120.97836,227,14
3156,122,0.043209,2855.530685,1,381.97476,146.32742,278,0
3157,108,0.061801,6912.952435,1,441.1027,266.8012,310,9
3158,100,0.054139,9071.356867,1,271.68793,246.11842,300,0
3159,112,0.369165,6426.967302,1,327.94574,353.83218,263,2
3161,210,0.081803,9153.668337,1,432.13492,339.19382,250,27
3162,233,0.063602,3348.578674,1,393.68082,265.3566,254,0
3163,220,0.059024,4995.51613,1,493.43564,453.2653,317,0
3164,234,0.094149,7879.659378,1,480.19858,280.65765,249,0
3165,228,0.108209,9960.591185,1,462.186,302.35953,303,32
3166,209,0.161719,7236.271994,1,396.15698,536.37427,207,8
3168,234,0.14755,5998.355438,1,374.206,299.84808,233,4
3169,123,0.029679,317.501559,1,512.1827,298.44006,408,72
3172,103,0.03193,9118.545809,1,375.24445,364.27682,319,4
3175,104,0.159994,6726.391644,1,348.7911,335.01813,285,27
3176,112,0.311459,4964.119823,1,439.17352,389.98376,260,9
3178,202,0.013437,1973.17071,1,393.46558,346.71124,420,0
3179,205,0.128423,7269.919004,1,282.96317,288.2676,220,2
3180,233,0.092629,9243.153636,1,340.20242,231.38515,291,0
3181,123,0.027092,3695.782117,1,533.5109,450.31836,471,60
3182,119,0.021985,9927.872858,1,369.24362,360.4505,315,0
3183,223,0.007964,7733.200567,1,400.41714,304.94177,264,0
3184,230,0.146175,810.692879,1,386.2218,202.10619,296,8
3186,213,0.024845,6887.309479,1,452.89645,486.78595,199,0
3187,103,0.063297,706.256163,1,461.24533,429.35077,318,20
3188,113,0.139094,9437.540072,1,324.26068,386.45874,302,34
3189,114,0.091308,9502.151173,1,389.6053,294.538,313,0
3190,209,0.037473,9944.532817,1,384.1876,410.351,235,0
3191,202,0.012634,5934.76431,1,361.34772,147.6357,403,18
3192,215,0.022668,202.752969,1,287.45105,306.21738,207,0
3195,100,0.105901,1031.135107,1,348.1564,43.29671,293,0
3197,115,0.160112,8861.037277,1,374.72006,345.16556,382,0
3198,228,0.147506,4654.519272,1,468.40445,369.17624,309,34
3199,203,0.103079,3416.974832,1,393.8503,476.36252,258,95
3200,103,0.017394,3760.825152,1,488.33386,264.6918,308,14
3201,203,0.019433,8529.98977,1,349.15695,334.81122,250,19
3202,205,0.083633,5282.137084,1,392.86182,245.84827,239,0
3203,222,0.375499,1241.75784,1,339.30246,203.02917,439,0
3204,208,0.46066,5473.257195,1,502.961,342.70792,302,0
3205,113,0.125778,7248.086686,1,513.095,310.95706,325,16
3206,116,0.034962,5502.306451,1,348.52374,286.48563,269,7
3207,205,0.068732,5710.500694,1,474.14563,294.13315,240,0
3208,100,0.03714,2227.563942,1,313.00677,238.50204,308,0
3209,122,0.067291,5767.050572,1,304.01422,336.46948,267,0
3210,221,0.056305,8540.68177,1,391.68695,288.25934,247,132
3211,112,0.267237,460.836801,1,285.23755,230.17848,266,0
3212,101,0.052752,7411.911922,1,401.11862,358.45502,374,0
3214,234,0.106892,3693.907625,1,321.91815,52.92298,230,10
3216,223,0.013003,2562.805563,1,485.1104,302.17996,246,19
3218,209,0.183434,9777.880507,1,412.7638,152.93344,234,0
3221,122,0.091848,405.145977,1,392.39774,266.93384,261,0
3222,221,0.121364,6410.010497,1,428.54614,285.19766,254,0
3225,105,0.127058,53.940345,1,350.66293,269.8378,256,0
3226,208,0.128018,1628.101623,1,394.7267,324.13907,206,0
3227,219,0.041718,9671.153245,1,352.57977,229.01714,274,0
3231,115,0.039308,9455.413211,1,391.18304,425.23975,307,33
3232,116,0.025727,7292.68404,1,445.56458,180.65996,270,8
3233,117,0.020642,6900.738461,1,495.45465,287.62152,431,0
3234,220,0.08229,6352.328434,1,261.68985,349.1874,338,0
3239,212,0.234099,1247.594244,1,492.36325,297.21198,243,3
3240,205,0.199669,7312.013747,1,384.34006,345.3735,239,3
3241,221,0.237958,1017.505833,1,326.1894,314.14172,223,34
3242,213,0.07544,7613.839491,1,361.96545,346.4515,196,0
3243,122,0.094843,2341.709796,1,549.4415,453.06476,248,9
3248,121,0.009638,5983.717871,1,426.2997,298.97357,350,0
3249,205,0.114286,1044.602135,1,273.3525,233.52045,248,1
3250,103,0.044964,414.944278,1,313.66495,244.50894,293,27
3252,234,0.10154,5845.492739,1,354.61505,328.92654,232,19
3254,116,0.024695,6989.273567,1,486.16086,314.92206,273,0
3256,106,0.322403,8897.44259,1,504.8205,255.73042,325,23
3257,228,0.146695,9030.811478,1,498.53366,344.42154,482,0
3258,121,0.009565,6617.580649,1,432.7986,448.73065,366,3
3259,116,0.089708,7155.720454,1,203.80882,276.21948,262,0
3260,223,0.009217,8844.742887,1,501.78024,212.73724,261,0
3262,220,0.076906,5278.266424,1,378.5682,148.36864,319,15
3263,122,0.095013,4692.981654,1,480.71835,310.04745,240,8
3264,114,0.184847,2464.68831,1,408.38116,299.28128,318,0
3265,203,0.068271,9554.910548,1,354.1795,425.7771,240,0
3266,115,0.101328,1593.045214,1,495.80444,338.90805,317,37
3267,114,0.270339,6025.318135,1,458.64236,321.25208,336,13
3268,205,0.191864,235.377252,1,384.0727,404.20837,265,4
3269,210,0.168958,8234.1842,1,321.70154,255.58572,224,32
3270,203,0.013281,5850.104688,1,442.2873,301.01746,227,37
3271,103,0.016299,4410.741554,1,380.71777,264.35632,300,0
3272,115,0.119932,4750.870668,1,356.72437,297.1193,348,0
3273,230,0.070959,7114.25436,1,464.27676,320.18637,312,4
3277,202,0.016678,1704.423344,1,460.38193,449.36124,300,0
3278,201,0.015998,7210.738359,1,339.82718,283.67245,207,157
3279,220,0.068983,9486.376922,1,307.98035,218.39227,346,0
3281,215,0.023007,2042.184676,1,478.17407,292.39984,187,6
3283,117,0.011545,4811.34803,1,312.12723,148.77795,434,0
3284,228,0.055849,8999.542109,1,272.84637,256.29007,326,0
3285,106,0.410315,5255.436972,1,387.68356,434.24432,294,0
3286,105,0.22563,8452.661905,1,596.6975,384.39124,258,4
3287,205,0.237402,9611.62765,1,364.82104,300.8933,236,0
3291,113,0.12805,2844.843802,1,305.22552,324.84866,343,0
3292,101,0.348749,3518.524705,1,396.6519,317.43454,348,9
3293,112,0.308357,8693.807647,1,332.7443,187.67151,250,12
3298,220,0.064768,1271.939213,1,388.35736,359.2148,345,8
3300,201,0.01544,4608.42885,1,474.25937,247.18835,397,0
3301,115,0.076356,1152.793022,1,265.96826,279.42596,313,41
3302,119,0.030455,1470.033555,1,459.09564,248.9325,330,0
3303,221,0.078407,2219.071156,1,403.10947,335.52106,297,0
3306,230,0.086624,5540.764068,1,356.3809,249.04239,289,0
3307,222,0.133286,6965.02577,1,461.3435,479.94278,202,0
3310,123,0.026879,4279.087418,1,363.5969,359.10104,444,0
3311,219,0.108739,7688.629901,1,333.72763,348.80865,296,0
3312,123,0.023816,3365.319444,1,449.0788,499.3162,470,0
3313,112,0.34319,8595.876851,1,343.2152,329.9991,258,1
3314,105,0.218762,959.571323,1,400.6302,346.45804,247,0
3315,230,0.094414,2529.989776,1,449.92218,373.63257,272,0
3316,205,0.118932,2133.780513,1,475.7505,406.4252,235,0
3319,220,0.0601,2612.815932,1,368.61096,227.7391,324,10
3320,203,0.190207,3153.496537,1,480.49237,262.6973,130,38
3324,112,0.463817,550.028607,1,469.8706,383.4769,251,0
3325,205,0.105322,1996.012376,1,425.8503,355.93076,244,0
3329,122,0.077635,2184.498256,1,351.93082,241.65709,273,0
3330,223,0.039651,2909.060872,1,435.88852,290.2584,240,0
3331,106,0.708392,2301.390297,1,390.0303,194.15326,334,15
3332,209,0.343124,4860.550086,1,544.8236,414.03235,-649746,1299959
3333,230,0.069081,9087.564067,1,622.8145,496.71475,303,0
3334,119,0.034023,6201.02108,1,443.67377,474.36667,341,0
3336,103,0.015041,4884.108893,1,423.80933,341.34015,315,2
3343,105,0.269067,1593.241932,1,349.78842,324.77927,245,0
3344,105,0.151657,7837.069125,1,389.64163,322.44986,254,1
3345,108,0.05654,943.292445,1,344.4117,288.68326,359,39
3348,203,0.020376,3505.383643,1,377.86322,437.2038,235,98
3349,233,0.054624,926.437575,1,405.6051,242.13899,211,22
3350,115,0.164868,9691.161029,1,491.18896,447.70135,341,0
3352,208,0.099287,6343.512466,1,470.98175,354.14297,207,0
3354,101,0.091129,1126.505282,1,396.7475,336.57938,363,12
3355,219,0.054479,7941.060291,1,239.47745,75.18617,266,0
3356,101,0.172915,9020.29108,1,440.46548,435.72064,372,0
3357,210,0.068953,4713.660992,1,380.53564,124.121574,280,0
3358,208,0.030959,4230.552343,1,419.88458,249.71489,222,29
3359,106,0.307559,4853.772546,1,231.34332,224.79312,341,18
3361,108,0.073076,9387.530727,1,551.7361,287.47842,353,33
3362,113,0.103415,8714.171029,1,437.1928,477.20602,355,0
3367,228,0.110472,8795.470933,1,336.4769,268.41232,318,0
3369,201,0.013162,4439.933286,1,379.76187,511.2503,247,62
3371,115,0.119177,5166.945641,1,274.3565,253.84863,300,37
3372,228,0.104037,1188.951675,1,482.05072,315.1507,311,112
3373,122,0.123925,783.921934,1,381.9658,520.1103,259,0
3375,213,0.130832,5104.204079,1,433.41797,325.58304,198,16
3376,105,0.186979,1069.09628,1,588.54755,455.8079,249,3
3377,101,0.402099,5774.666947,1,382.6159,295.91486,333,0
3380,121,0.024681,5094.738236,1,386.42633,193.89778,366,0
3382,228,0.073661,3314.413813,1,268.30905,369.56403,354,92
3383,201,0.013462,6440.720811,1,355.0515,540.53125,430,0
3384,122,0.054764,6971.59006,1,201.37643,266.59644,247,5
3385,103,0.30126,8360.726662,1,432.92334,284.7233,310,24
3386,114,0.122152,6954.38794,1,374.855,525.0149,342,0
3388,209,0.318321,1835.034487,1,397.94586,385.17422,260,0
3391,208,0.10413,6050.907571,1,360.69055,339.06717,183,23
3394,119,0.027614,9212.761971,1,379.96674,287.03198,334,0
3395,119,0.034902,6611.560851,1,418.83487,305.26575,318,0
3396,234,0.085717,5775.615133,1,398.13538,363.63956,239,4
3399,103,0.018328,8835.463135,1,489.10663,207.7597,294,9
3400,101,0.103318,7870.060098,1,362.19614,321.5888,318,30
3401,233,0.080657,1549.754732,1,312.42334,45.714806,202,16
3402,223,0.006941,2833.198736,1,533.3334,387.49283,258,0
3403,212,0.439325,8800.025299,1,365.10654,212.38756,237,0
3404,106,0.266186,7346.583709,1,343.9571,352.28836,352,0
3406,221,0.058694,6331.841526,1,594.5024,316.53217,338,0
3407,210,0.063825,7368.502263,1,307.27408,175.9539,219,0
3408,114,0.099074,9462.241992,1,430.63617,222.41064,369,0
3409,113,0.10292,2930.628925,1,398.33762,409.0808,357,28
3410,219,0.062611,8204.53009,1,332.97546,311.33737,350,0
3412,212,0.346844,2463.035602,1,474.52014,418.17172,272,0
3413,221,0.029687,7153.48185,1,329.30383,333.94366,288,0
3414,202,0.008561,3433.923827,1,343.10913,168.50291,267,0
3416,114,0.180531,7695.319733,1,331.87927,223.9486,347,0
3418,103,0.014225,6133.809736,1,409.8116,404.14734,318,2
3419,116,0.027164,7928.809352,1,352.0954,296.95126,273,3
3420,234,0.152105,7871.432493,1,460.86496,308.77618,229,0
3426,202,0.033868,1933.8969,1,499.6895,318.0904,156,181
3427,205,0.167136,7009.529488,1,367.9257,353.60385,235,0
3428,105,0.053502,5611.084187,1,320.17117,279.13126,225,18
3430,113,0.095156,2309.682955,1,360.86874,239.7843,379,52
3432,215,0.04395,3752.0231,1,317.33075,309.23642,204,0
3433,222,0.107543,6796.461709,1,348.6272,241.98064,270,175
3437,219,0.036652,6971.110278,1,305.38428,376.72668,308,0
3438,213,0.054667,9305.9157,1,363.88992,443.89682,202,0
3439,100,0.068312,8939.828901,1,533.93646,407.20755,272,2
3440,102,0.101239,8008.99932,1,304.9559,333.77908,271,21
3441,119,0.026808,3530.228498,1,387.9234,486.52032,496,0
3443,113,0.17967,6162.3539,1,382.56522,355.3642,358,35
3446,228,0.261689,9370.809539,1,370.71594,325.08853,336,0
3447,205,0.155551,2234.376951,1,471.99203,539.59515,242,67
3449,112,0.283996,4085.025225,1,289.06024,305.52567,256,0
3450,105,0.104307,220.534041,1,446.18375,322.6829,253,2
3451,228,0.20553,8302.751204,1,413.25253,318.4652,279,58
3454,209,0.050541,4429.062286,1,454.41678,506.35526,221,35
3455,212,0.24585,1692.435255,1,321.60034,98.56366,242,0
3456,119,0.035419,3271.561588,1,306.72018,337.78406,304,119
3458,113,0.120357,9779.990496,1,429.58572,333.90408,347,16
3460,234,0.095673,7776.832059,1,320.66156,303.61456,243,0
3461,205,0.183902,601.716746,1,467.6869,269.31003,264,0
3462,114,0.400672,807.802327,1,292.4926,275.52716,362,2
3465,213,0.054796,6591.507057,1,439.21368,371.25705,230,0
3466,222,0.368087,5759.617717,1,526.6859,414.09485,284,0
3467,209,0.092992,8825.266794,1,429.65894,380.7326,225,0
3468,205,0.110956,6837.139273,1,400.32123,265.96848,307,0
3469,101,0.134503,9389.506745,1,332.79526,246.93275,359,0
3471,233,0.063664,5316.305678,1,320.96036,231.42566,204,0
3472,210,0.114771,5493.864072,1,503.988,426.8607,251,0
3473,219,0.064038,3828.80278,1,324.7852,243.6705,331,0
3475,113,0.153821,4727.553112,1,398.92,473.46576,390,0
3476,105,0.314317,2578.543044,1,398.5126,335.31424,225,3
3477,228,0.06893,5956.19769,1,587.1733,354.81808,408,0
3479,203,0.064063,8552.169951,1,334.7277,510.06006,169,22
3480,100,0.055982,3715.589375,1,498.18073,349.82687,269,0
3483,121,0.045492,9625.222046,1,342.14893,320.876,360,7
3484,113,0.135196,5450.203592,1,313.70703,370.32886,377,0
3485,101,0.234275,9000.70781,1,307.02942,299.7549,371,4
3486,203,0.053897,4143.611647,1,340.9871,213.17902,222,0
3487,220,0.039202,7933.751935,1,447.66034,303.94232,326,20
3489,234,0.132168,6560.636045,1,438.45184,208.32043,238,0
3490,100,0.078627,3134.197306,1,505.0022,277.1465,271,0
3493,220,0.033494,7445.376566,1,328.68115,304.8036,348,0
3494,213,0.047713,1272.721979,1,435.66162,242.37837,199,1
3495,230,0.121239,7060.513637,1,524.72595,433.4428,271,0
3497,122,0.143086,6044.704635,1,507.91937,472.27066,279,13
3498,210,0.089911,7902.65991,1,418.57214,334.48965,348,0
3499,230,0.070086,4267.200918,1,423.2439,203.37227,278,8
3500,200,0.050125,1350.122587,1,464.41193,468.2481,229,0
3501,113,0.103012,2724.457918,1,322.4254,196.323,394,0
3502,101,0.352559,1926.327479,1,313.76157,305.66833,384,0
3503,201,0.048547,3954.76018,1,344.2836,195.00171,316,0
3504,222,0.346785,9462.989383,1,289.9051,345.60593,296,0
